source_concept_code,ws_frequency
7090240,9153
3042400121,9153
1500003147,9152
30412000225,9140
3040104820,9139
1500003093,9133
3040102733,9128
304160014,9128
24554,9112
3040101213,9098
14952,9090
6758,9088
160010033301,9082
304001243,9079
1570400504,9068
1180000083,9065
1180000084,9063
1500004648,9062
7420000122,9062
12165,9053
1180000519,9049
21229,9045
20347,9041
1542101385,9036
24557,9024
7096527,9022
16953,9020
1542101386,9019
1241,9016
16954,8998
304070,8994
3040109634,8984
3040109681,8975
21238,8974
3040102644,8961
7420302800,8948
304160015,8939
9876,8937
3040102734,8934
21007,8932
21240,8930
74290000132,8922
12009,8917
24558,8913
16955,8897
1180146850,8880
1542101387,8854
20349,8842
7088020,8842
24330,8836
17780,8836
24329,8836
7081920,8834
24548,8831
1570063070,8819
1600100428,8818
2100010274,8814
318490,8808
3040102647,8808
742067065,8808
1542101389,8807
708366326,8790
17781,8787
1500003271,8778
1540100149,8774
1542101388,8773
10333,8772
742022083,8760
20499,8758
318457,8746
24612,8739
2100010082,8733
304160016,8731
12019,8711
16957,8706
1180000539,8702
1180000314,8701
1180000334,8697
154306150,8696
23650,8682
26588,8680
1600100188,8663
1600100677,8648
17597,8640
3041008300,8634
1570770681,8629
742550002,8618
7420307706,8612
16959,8611
302900,8608
318459,8608
10649,8602
7429000290,8599
388011,8598
350140,8593
318492,8593
388012,8587
388013,8576
471550,8573
3040105321,8568
1600100705,8563
742709038,8562
304001759,8561
471570,8557
386010,8556
23652,8552
7420302869,8551
386000,8545
471600,8543
1500005073,8535
471580,8533
3042400128,8527
20343,8516
304000420,8515
160010033302,8504
471660,8502
742067088,8500
388014,8499
3040104178,8496
7422600011,8496
386060,8484
23653,8465
23672,8462
16956,8457
30412000221,8453
17782,8452
30412000220,8448
742404436,8448
471610,8447
304120000556,8445
3040101409,8443
23671,8443
742404706,8435
1180000332,8423
471800,8420
24276,8413
386020,8408
7070088,8402
1600100044,8400
1600100608,8388
3040102890,8374
14259,8374
3040104179,8369
2058060,8357
1542101384,8354
30412000217,8353
1570490076,8350
2400441,8347
304002009,8344
8579,8338
1020100943,8335
1542101380,8323
7096750,8320
507013,8318
742404477,8308
1570063015,8304
3040109411,8301
3040105015,8294
1570063039,8292
3040104180,8291
7070200,8285
1570063033,8282
1180000113,8280
11930,8278
471700,8267
471690,8256
1542101279,8240
14167,8239
30412000219,8237
304001921,8235
3043200003,8232
2100010287,8228
1540100338,8211
1570063021,8204
3040100226,8196
1020100689,8194
742450000,8180
1570770566,8179
3043200001,8173
1600100615,8160
1180103376,8159
1570770831,8155
165764333,8149
1180103380,8149
1180103375,8143
27078,8134
18004,8130
471560,8128
1600100027,8128
30412000167,8120
742022020,8120
3040104076,8115
1180103386,8105
1180103378,8099
1180103385,8095
30412000222,8090
10365,8084
301150,8081
107000211,8081
1570063075,8073
1180000487,8073
1180000486,8073
1180000499,8069
1180103392,8069
1150001726,8058
304000,8052
1180000504,8050
1180103397,8050
1180000506,8049
1180103398,8049
1570063016,8049
503400,8042
74290000268,8037
24331,8022
1570063064,8015
471620,8009
3040100564,8007
20342,8004
2400443,8002
1600100611,7999
7422600001,7997
3040104560,7980
30412000100,7974
30412000101,7974
74290000295,7974
7420207708,7972
2400442,7971
1540100171,7969
386080,7968
1020100690,7966
742067091,7960
74290000227,7955
24332,7953
1540100340,7953
7420207710,7946
3040109785,7946
742231029,7945
3041210053,7941
3040109632,7941
3041900569,7938
1180000497,7936
1180103390,7936
3042000030,7927
1570770182,7927
1570063034,7924
1500003374,7910
20348,7906
1071111,7904
3041900570,7902
1020100779,7877
7420307710,7862
1570770055,7861
14962,7849
12157,7847
1570770755,7843
30412000175,7843
3041900106,7842
3042000033,7839
304080,7833
3040104557,7832
3041210056,7827
471670,7792
2100015052,7791
16960,7787
742067071,7777
7060650,7777
1020100557,7774
301160,7769
1150000048,7764
3041900556,7759
2400445,7757
165764334,7754
304001480,7747
165764335,7744
3041900105,7741
165764337,7738
1020100175,7729
3040102650,7710
304000188,7709
742404462,7709
1150000151,7707
3040100717,7698
1150000153,7698
1570770203,7697
450560,7695
3042500029,7691
18467,7690
1570063022,7687
2149078,7676
3042500032,7674
1150000150,7672
1570490074,7660
13915,7656
1600100028,7655
1150000049,7646
1150000155,7644
1570490077,7644
2149082,7639
370180,7635
24005774,7633
1500004172,7632
1540100249,7630
1600400421,7629
12158,7627
1600100476,7626
23941,7624
23951,7623
23946,7622
23949,7621
23947,7621
23945,7621
23948,7620
23954,7617
1180000500,7606
7422301007,7605
386040,7604
1180000489,7600
1150000047,7597
1150000050,7597
1570490075,7596
3040104809,7596
471680,7592
7422600008,7592
3042000031,7592
300011,7588
18473,7584
18472,7584
18469,7581
23953,7578
1180000491,7574
18474,7574
1570063058,7572
1180103388,7571
1180000502,7570
1180146722,7570
18475,7567
18478,7563
3041900249,7562
3040102779,7562
1020100808,7561
471740,7560
18476,7559
304001135,7558
1570063122,7557
7075546,7556
18480,7556
18477,7556
3042000032,7554
18479,7554
1600100030,7551
24005775,7549
24005780,7532
165764336,7525
742022046,7524
74202701,7522
3040100983,7521
1570490078,7519
24005781,7516
1570063040,7503
1150000044,7491
304155001,7490
165764511,7477
1500003252,7473
24005777,7462
3040103241,7453
304220,7446
471820,7443
3040103204,7441
154600600,7440
1600100029,7432
3040104810,7429
3041900528,7423
1020100589,7418
27144,7411
18466,7409
30412000141,7406
16254,7397
7085210,7395
2100010086,7391
165764512,7391
1570490079,7383
74290000251,7373
318488,7362
3040104558,7348
318455,7346
370160,7345
1570063052,7341
3040000032,7338
22306,7336
471780,7334
3040000033,7334
17852,7332
1570063135,7325
157231001,7323
3041900792,7323
3040104813,7320
1570770825,7311
3040111476,7310
74290000252,7307
74290000254,7306
17849,7297
17850,7295
2070332,7294
300002,7292
17851,7291
1500003775,7290
1020100559,7281
3040104812,7277
74290000192,7274
1020100633,7273
1150000156,7265
370170,7256
1020100588,7249
471770,7235
742067090,7234
1540552001,7232
304126902,7224
165764331,7220
165764513,7215
165764330,7211
17853,7210
22307,7207
1180102031,7205
2149079,7202
3040104811,7197
3040109742,7185
3040109410,7175
3040109881,7173
3043200004,7155
500090,7154
1570010004,7149
1041142,7143
27629,7143
1570063087,7138
7420302949,7128
27657,7128
1600100052,7127
304155004,7116
26615,7115
26607,7113
26611,7112
26610,7112
26608,7107
26612,7101
26620,7100
26617,7099
26618,7098
26616,7098
165764338,7097
26613,7096
11918,7096
26609,7095
26619,7094
26614,7093
1041149,7093
1041145,7091
1041144,7090
304155005,7090
1041146,7086
1041152,7086
1041150,7086
165764514,7086
304001224,7084
350250,7084
1041151,7079
304155002,7077
1041147,7073
3041900557,7073
1570770114,7071
1041154,7065
1150003008,7064
304155006,7063
1041153,7061
1041157,7060
1150003009,7059
3041007114,7059
1041158,7059
1041143,7054
1041156,7045
317070,7045
19992,7043
3040111121,7036
165764356,7034
27638,7026
25657,7022
2257960,7022
24562,7008
1570770667,7005
1570770199,7003
7085990,7002
1600100053,6994
3040104559,6987
1600100054,6987
1150003000,6985
2149063,6983
300003,6980
2257961,6973
24561,6972
304100125,6971
3043200017,6963
25660,6957
24563,6956
1150003007,6956
15733,6953
30412000104,6950
25658,6949
1600100231,6948
376017,6944
25903,6941
25661,6941
3040109743,6941
25667,6941
1600100706,6935
25668,6935
25659,6935
24564,6932
25671,6930
23655,6930
24005783,6929
1570770148,6925
25675,6923
74290000119,6919
14199,6919
300001,6917
25696,6916
25904,6915
25672,6915
25670,6913
24843,6913
25673,6912
25665,6911
25681,6909
25676,6909
25678,6909
25664,6907
25669,6907
2100010286,6906
30412000230,6906
11920,6902
25695,6902
25907,6901
25694,6901
25677,6900
25698,6899
25909,6899
25663,6898
25682,6897
1150000157,6896
25679,6895
10701000550,6893
25685,6893
25905,6893
25674,6891
25683,6890
1180000132,6889
25684,6888
25691,6888
25662,6888
25697,6887
25908,6887
25688,6887
25666,6885
25890,6882
25692,6881
25680,6879
25879,6874
1150003010,6873
25700,6872
25690,6868
25878,6868
25906,6868
1540552000,6866
25689,6864
2838,6863
30412000336,6861
25693,6857
25875,6853
3040113168,6850
1150000152,6848
304100132,6848
19395,6847
19396,6847
1600100193,6844
1150000154,6843
1602902,6840
1410001401,6836
1180103351,6835
1180000142,6835
3040110881,6834
304001665,6833
1150003011,6833
3040110882,6831
25885,6830
3040110885,6829
304002275,6827
3040110883,6826
3040110887,6824
3040110884,6824
25888,6823
30412000335,6822
9879,6818
13071,6818
3040110886,6818
3040110888,6816
382010,6813
1120200013,6811
18394,6810
18395,6810
18398,6804
7070090,6803
18399,6801
382260,6800
382020,6799
382220,6795
25886,6794
18396,6794
382030,6793
318460,6790
382100,6788
1540552007,6788
18397,6787
1020100617,6786
1020100371,6786
344210,6785
1020100370,6783
382090,6782
471750,6781
1020100368,6779
304160011,6775
7420000477,6775
382080,6772
18400,6772
1570770854,6771
3040110900,6770
304002177,6769
382110,6769
382050,6769
1041160,6768
25889,6768
18393,6768
382130,6764
382060,6763
7420000130,6762
25876,6760
382120,6756
382180,6755
382070,6751
25877,6750
382140,6750
382150,6750
300015,6749
382160,6747
1150005023,6746
3041900272,6745
304200037,6745
742022028,6743
1570770587,6743
382240,6741
2149157,6740
25884,6739
1150005025,6736
2100010291,6736
1020100369,6736
451080,6734
382170,6732
318493,6730
23668,6727
3040109979,6722
20527,6719
2149158,6714
12428,6712
1570063104,6712
5203044001,6711
7422600038,6707
17596,6693
12491,6684
304001431,6683
2149159,6682
3040100728,6662
1540552002,6662
304100128,6657
30412000140,6657
23664,6657
370120,6654
1570063046,6653
2257957,6649
20528,6645
1600100182,6643
304100123,6641
12432,6635
2149062,6634
12430,6633
12433,6630
3041900579,6630
12431,6628
12434,6628
12435,6627
12436,6626
8881,6623
27080,6621
12437,6620
3041008120,6619
742067089,6618
2257958,6618
12438,6616
3043200005,6616
12429,6614
25686,6605
3041900541,6597
1540552008,6594
30416055,6592
1041162,6592
23586,6590
30412000299,6589
7420000228,6587
1500003771,6587
3041007111,6584
1570063141,6583
12439,6578
3040103213,6578
27208,6571
27210,6570
27207,6570
27206,6570
27209,6569
27205,6568
7070091,6558
3043800001,6558
27211,6556
3041210173,6553
27213,6550
4080000296,6545
742404408,6540
1020100007,6537
304100110,6537
23656,6535
25042,6530
1570063098,6524
23654,6520
25044,6516
21826,6516
1542101394,6516
25050,6514
1570770742,6511
25051,6510
25056,6510
25024,6506
17814,6506
74290000107,6505
25052,6505
3041900540,6497
25047,6497
1180147775,6495
25049,6495
1020100006,6492
25053,6491
1603030101,6490
25048,6490
25057,6489
25045,6484
25046,6484
25687,6481
7074110,6480
25054,6480
7074140,6475
25023,6474
7074120,6473
25022,6467
471760,6464
7074130,6463
742022034,6462
25040,6462
25887,6460
30416054,6459
2149189,6459
25016,6456
25034,6452
25055,6450
304000251,6448
25032,6448
26926,6447
25037,6447
25028,6446
25027,6445
2500000043,6444
742231031,6442
30412000200,6442
7074160,6441
26928,6441
25030,6440
26929,6440
210816001,6437
26927,6434
20530,6433
25058,6431
210816002,6427
7074150,6426
25039,6422
25038,6422
25031,6422
25062,6417
25035,6411
30199,6410
7074180,6400
1020100778,6394
451090,6390
10701000497,6389
25061,6388
25036,6386
206000,6378
3040109399,6374
74290000150,6363
29122,6361
18468,6361
1570063128,6353
6863,6352
3040109630,6349
1600100275,6346
304001074,6341
25026,6340
301380,6334
10701000367,6324
3040109789,6322
7420000087,6321
165764342,6313
3040101410,6307
10701000370,6305
1500003373,6300
24928,6299
25019,6299
1041155,6295
3041900250,6293
382300,6291
3040111649,6280
1570063081,6279
1600100670,6278
12717,6277
30432508,6274
12719,6268
7074170,6264
2100002207,6264
3040113170,6262
742231032,6257
107000231,6255
12720,6253
30416052,6252
26925,6250
23589,6239
10701000373,6239
3040100725,6237
304100127,6220
206112,6215
12981,6213
74290000193,6212
304127002,6209
1500004597,6208
17307,6202
24205,6200
7420301151,6200
370070,6200
1600100274,6195
3040102677,6194
30416053,6193
451100,6192
24005820,6185
1500003063,6177
12810,6175
25017,6173
316380,6172
1120100111,6172
25033,6172
1570063076,6169
1570770053,6168
3040104561,6166
1600100809,6159
12811,6158
3041900251,6156
3040102891,6155
300009,6147
12004,6145
742067108,6143
26931,6135
2600000380,6117
3041008151,6112
304100134,6111
10701000376,6111
27473,6111
304100111,6110
12528,6110
74290000138,6103
304000819,6103
1020100137,6100
21477,6098
742709076,6096
12526,6096
500200,6096
27471,6090
3040104903,6089
165764357,6079
3040109163,6077
304001069,6077
74290000298,6071
304320020,6071
1570063116,6071
1570770805,6070
303960,6068
18380,6060
18382,6045
107000232,6041
18385,6040
471710,6038
1540100193,6037
18383,6036
18384,6036
1542101396,6034
2600000378,6030
304040,6029
7420301150,6029
304100126,6027
304100124,6025
10701000385,6017
18388,6017
1600100292,6015
585005028,6014
18391,6011
500160,6011
742231015,6011
18390,6006
18387,6003
742404403,6001
107000233,6001
18386,6001
107000234,6000
1600100484,6000
3042400033,5999
1542101397,5996
2600000346,5992
3040104902,5992
2600000364,5982
18389,5977
1600100710,5972
3040100754,5972
3040102645,5968
2600000370,5949
2600000368,5948
2600000374,5947
304100114,5946
742404476,5942
165764359,5942
2600000372,5939
12002,5938
74290000299,5932
300014,5932
1542101398,5932
2822,5931
3040103586,5928
7420000095,5928
742404409,5926
10701000379,5924
2600000376,5921
2600000334,5912
10701000382,5910
2600000342,5907
2600000338,5906
742404419,5905
2600000350,5904
64,5904
19801,5902
7082550,5902
17676,5901
2600000344,5901
742201156,5900
2600000366,5899
2600000356,5896
2600000358,5895
2600000336,5894
2600000340,5893
304001425,5892
10366,5890
2600000360,5886
1180102029,5883
1041163,5880
1570063093,5875
27079,5874
1120100058,5868
24929,5867
2600000352,5866
12562,5865
74290000140,5857
7432301018,5856
2600000348,5843
2600000354,5843
7420307703,5842
318456,5836
120302121,5835
12032069,5823
318489,5822
27470,5814
304100112,5813
1600100228,5805
304320023,5796
1570770075,5795
742044011,5792
2600000362,5789
300004,5789
1120130078,5788
30412000211,5787
742044013,5785
3042500024,5784
27074,5782
3042400051,5781
30416056,5779
1600100637,5768
3040102735,5764
1500003150,5762
3041900565,5761
21058,5759
742020901,5754
15734,5752
3040104800,5747
17678,5747
3040103585,5744
1420100008,5744
304320026,5744
1120120078,5739
6856,5734
30987,5731
1180000078,5730
3041317394,5727
3042000045,5723
1570770532,5718
2100001907,5715
3041900591,5710
300013,5710
304100100,5700
1120100090,5690
19802,5688
4080000129,5687
742022033,5685
3040110889,5685
500120,5679
3041008150,5670
74202702,5658
1540100343,5654
1570770149,5641
742404707,5639
17271,5630
4080000174,5630
304120000557,5629
11937,5629
1604186002,5625
112000946,5623
304100108,5622
471790,5621
7420314005,5617
2149064,5613
3041900101,5613
331248,5613
2100100057,5601
2100100053,5601
2100100055,5601
2100100052,5601
2100100054,5601
2100100050,5601
2100100056,5601
2100100051,5601
3041008149,5597
1570063028,5593
742022036,5591
303930,5585
3042500034,5581
21584,5579
1540552005,5579
304100154,5577
165764352,5573
7420314023,5566
7420314028,5564
742404449,5563
3041900542,5562
17394,5558
17837,5557
7420314029,5557
7420314034,5552
3049930,5551
7420314021,5550
7420314016,5547
7420314027,5547
304100155,5546
22431,5545
304100156,5544
304100106,5544
1180000081,5542
3049934,5540
9943,5534
3040103587,5534
3040102642,5533
304100107,5531
7420314019,5523
302040,5523
30413217394,5523
400351,5522
1180146830,5521
21610,5520
21558,5517
7420000077,5517
3041008161,5513
1020100489,5512
742504610,5511
7420314017,5508
3040110639,5506
19494,5505
7420314020,5504
17775,5499
4080000169,5499
17776,5495
19496,5495
7096528,5495
1570063110,5494
304100102,5488
74290000109,5486
7420314018,5479
12524,5478
12527,5473
1570770692,5471
10701000366,5469
7420000270,5469
17677,5464
304100158,5464
1500003776,5453
500100,5451
7420000069,5448
3041008109,5444
742231033,5441
304000047,5439
7420314022,5437
1570048000,5437
7096446,5437
10701000369,5433
3041001610,5426
7420314030,5425
3041008008,5424
1500003942,5416
30412000110,5416
3041900573,5409
40800000103,5403
40800000102,5402
12032062,5401
3040109744,5400
17777,5398
1500004173,5398
1600100252,5397
742504400,5396
7420000259,5393
3040103590,5390
7420314026,5388
12530,5385
3042400129,5379
1600100502,5378
30412000251,5374
3041900791,5372
1570770526,5372
12531,5372
112000014,5369
20345,5369
7420314035,5367
12529,5363
30412000206,5360
12532,5359
11917,5359
4080000170,5351
112000008,5351
112000010,5351
19497,5347
112000003,5346
112000011,5346
112000012,5344
700006,5342
4080000164,5340
7096529,5330
7420314033,5324
9924,5323
165764354,5321
112000017,5320
112000016,5319
1020100923,5316
3040104024,5313
112000018,5309
304120000560,5309
112000007,5306
1540100155,5305
1180103374,5300
112000019,5298
1020100924,5297
112000021,5291
21511,5289
1020100922,5287
112000022,5279
10701000499,5277
112000015,5277
30412000218,5273
17560,5273
1120100267,5269
112000023,5265
3040100769,5264
20344,5262
30412000242,5262
19495,5261
112000005,5255
3041600121,5252
304000162,5250
3041900568,5249
1570770832,5248
1570770683,5247
112000002,5245
25770,5244
1500003768,5242
10701000372,5237
3041900580,5235
3040109406,5231
742022043,5229
3043200002,5226
742020900,5224
112000001,5223
3040100831,5220
17953,5220
17778,5220
4080000315,5214
304000416,5208
112000009,5208
17299,5205
304100129,5204
30412000243,5200
3040109405,5197
17300,5194
304000764,5191
7420306936,5189
1180000086,5187
30412000241,5180
30412000244,5170
1180000085,5168
4080000316,5168
30412000245,5167
12536,5162
112000006,5162
10701000552,5157
304001536,5155
12535,5153
74290000270,5150
304000942,5148
12534,5145
3041900543,5143
10701000559,5141
12533,5140
3041900632,5139
7422301051,5133
3040104846,5127
3041008098,5124
1020100926,5117
7420000058,5111
1120100128,5111
7081460,5104
12032063,5102
24207,5100
17779,5097
7081470,5096
7081480,5091
112000026,5091
12032064,5089
400640,5083
11919,5082
3041008126,5078
7081420,5076
4080000175,5076
3041900593,5075
7420306991,5073
112000045,5070
1420100001,5069
112000043,5068
3040100848,5066
3041900567,5065
112000028,5060
1570063111,5060
112000032,5059
210816003,5059
112000046,5058
112000044,5057
112000036,5057
112000033,5056
1020100925,5055
112000039,5053
7081490,5053
23599,5050
1570770196,5049
112000031,5049
165764367,5045
3041900526,5038
7081500,5038
2374,5038
112000037,5037
74290000271,5033
1570770378,5031
1120100207,5030
3040104822,5030
7584,5030
331283,5030
10701000375,5026
1180146851,5025
3040109149,5022
1570770669,5020
10701000560,5018
1600400425,5018
7085020,5017
12910,5015
112000041,5013
112000029,5012
112000024,5008
742231034,5008
3041008164,5007
112000040,5007
304984401,5005
1542100046,5004
1150000204,5004
742022035,5002
112000027,5000
112000020,4999
742020640,4996
7085010,4996
7081450,4992
112000034,4992
74290000139,4990
3041008110,4990
7081430,4983
3041300019,4971
3042400016,4968
2100010293,4967
3040103592,4964
6768,4963
7081440,4959
7383,4957
10701000561,4956
9844,4955
20051,4952
400615,4952
30412000065,4951
1540100151,4950
16084,4950
21699,4945
3041900633,4940
1180000540,4926
12005,4923
10701000384,4920
742404404,4920
3041900252,4919
1570770596,4919
30412000072,4915
7085030,4905
500130,4903
20518,4902
7085580,4897
17835,4892
742067087,4890
7085040,4886
20052,4886
3040104858,4880
304100115,4873
1500003032,4869
2500000021,4867
316100,4865
1180000187,4864
17784,4863
4080000156,4858
4080000143,4858
4080000168,4857
1120100643,4857
20043,4851
10701000378,4844
20044,4842
1020100640,4837
7420304508,4834
1570770230,4832
1600100617,4830
17785,4829
74290000110,4825
1600100558,4822
20050,4821
742034001,4821
30416058,4820
27771,4816
500720,4816
500730,4813
13577,4811
9930,4809
304100147,4808
304100146,4807
4080000587,4807
304100145,4804
12006,4804
304100130,4802
17693,4801
30416048,4800
304100144,4799
9934,4799
1570400089,4796
1600100619,4795
4080000196,4792
17692,4792
17691,4791
4080000193,4791
7085060,4790
1560000041,4788
17694,4785
1560000042,4783
3040109102,4780
1600100618,4776
17709,4773
1560000043,4772
1570400088,4771
3041300001,4770
4080000057,4768
7085050,4766
500870,4765
17711,4765
17556,4764
500860,4762
17714,4758
17783,4758
304001970,4755
2100100061,4754
10701000381,4752
7422301040,4751
1600100620,4740
17722,4739
17715,4738
21027,4735
7898,4734
500890,4727
17724,4727
17723,4726
1570063092,4725
7420314003,4725
3040102892,4724
304100148,4721
7599,4715
500530,4713
17726,4711
304010,4711
3042400168,4707
500240,4705
1020100555,4702
74290000188,4699
1410000146,4696
7420302950,4693
742450003,4692
1540100157,4687
10701000565,4684
7899,4683
23623,4679
742201115,4677
30432070,4677
17698,4676
17695,4674
17697,4674
3040104069,4673
3040100568,4672
17703,4671
3040109413,4671
17704,4669
17717,4669
23622,4668
30412000073,4668
17705,4666
17719,4665
3041300000,4664
21514,4663
20041,4661
17699,4658
17707,4658
20046,4657
17721,4651
742022074,4648
3041007110,4645
17720,4645
7420000074,4643
17728,4640
3042022182,4639
503360,4634
17729,4632
3041300009,4626
318454,4626
17730,4623
21581,4623
1600100614,4613
304001901,4610
21555,4607
21607,4607
7900,4607
17731,4606
1600100542,4605
10701000562,4602
3041300003,4600
1540100153,4594
705330,4592
304100117,4591
1570063117,4591
74290000148,4590
7776565,4587
21579,4581
500840,4580
154300001,4577
3041300435,4571
318487,4571
10701000563,4571
10701000564,4568
1020100772,4566
1570770564,4565
705420,4564
705340,4564
21553,4561
21605,4561
22633,4560
742044002,4553
304100119,4549
15446,4548
742404451,4546
304160019,4542
300036,4541
1600100471,4540
30842,4537
742404407,4534
30846,4531
30843,4530
705360,4529
30844,4523
30845,4520
7420302812,4518
3041602790,4514
30432510,4509
1570063413,4505
7422600021,4501
165764344,4489
2149119,4487
2149120,4481
1570063099,4481
2149163,4481
17727,4480
3041900527,4467
3040104815,4466
1510000449,4464
6974,4461
2149118,4455
30847,4453
8440,4451
3040109758,4447
7829,4446
1600400422,4442
500060,4440
4080000133,4439
3041900581,4438
165764350,4434
74290000108,4432
160010026305,4430
107000208,4428
13114,4420
1510000447,4417
1570063407,4415
1120100626,4411
3040104853,4406
1570400083,4403
2600000367,4401
12029,4396
1570063404,4396
3041008112,4395
3040109400,4391
1570063410,4390
742404455,4390
1500003067,4387
165764349,4382
13115,4380
1570770078,4379
3041300005,4376
7420305101,4369
30416049,4369
1570063416,4365
165764345,4364
19865,4359
16296,4349
7085550,4345
742404733,4345
12821,4344
3041008114,4343
1570063129,4337
12031,4336
3041900529,4335
1150000201,4334
30412000075,4334
4080000137,4334
1600100709,4333
1570400087,4330
3040103236,4327
1570063419,4326
74290000190,4324
7585,4317
7071014,4316
3041900566,4309
30416050,4306
1570063437,4295
3040101268,4293
3040101256,4287
700020,4286
3041300002,4286
74290000149,4285
1570400085,4284
30412000203,4283
10024,4283
7420304509,4281
7422301048,4278
3040101198,4275
20035,4273
3043200014,4273
304200043,4269
705130,4267
705110,4265
705180,4259
500250,4257
705210,4257
304100116,4255
165765100,4250
16609,4248
304100118,4244
1570400086,4243
1600400424,4241
3040104058,4240
3041200031,4238
7420306974,4235
3041001612,4233
16611,4232
17514,4231
400140,4227
1570063401,4226
742067064,4225
304100101,4224
1071107,4224
742301870,4223
16612,4222
16610,4219
17517,4215
3041900902,4214
1570063136,4213
10701000187,4213
16614,4213
1020100911,4212
742020478,4208
500050,4208
3041008163,4206
16613,4201
1020100128,4200
1570063434,4199
3041008165,4199
11932,4196
1500004232,4196
22432,4193
17516,4192
304001811,4191
1500003372,4177
17519,4176
16197,4174
7901,4170
501610,4169
742067085,4169
3041900533,4167
1570063105,4164
165765099,4162
742231035,4156
1600100548,4153
17818,4153
7422301038,4153
1020100558,4151
12822,4147
20522,4147
1020100130,4147
3042500033,4142
1020100129,4140
17512,4139
16138,4136
3042400174,4135
3041008200,4134
742067084,4130
15736,4123
3040923251,4119
3040100613,4118
304001297,4117
3041900584,4116
3040109792,4110
1600100613,4109
16606,4109
16608,4108
742067038,4103
112000048,4100
304100131,4099
17522,4099
3040102686,4099
23608,4096
1150000042,4095
7420306917,4094
17548,4084
20521,4083
1540100159,4083
1120100252,4078
500760,4078
7420304507,4077
500780,4077
742231038,4074
3040109638,4074
112000051,4074
3040109754,4073
500980,4070
3041900583,4070
1570063071,4070
10701000398,4070
1500004497,4068
1540100161,4063
7090600,4062
7090610,4062
7090590,4062
500810,4062
7090620,4062
3041008086,4060
74290000274,4059
17786,4058
3040109401,4058
2600000369,4050
2600000373,4048
1071108,4047
17791,4044
30416060,4043
1180102021,4042
708366323,4040
7420000254,4037
376007,4035
112000053,4033
1570063431,4029
742404471,4026
1570063088,4024
304200061,4023
700003,4018
304200022,4012
1570063425,4011
112000052,4009
16615,4008
304200023,4007
16607,4007
304200025,4007
304200024,4005
742067103,4003
20032,4003
24005844,3999
3041900564,3999
304200026,3998
22694,3997
3041900586,3994
1570063422,3993
24005845,3992
165764346,3989
12273,3978
23174,3977
742404434,3974
3041300010,3974
1500003160,3972
24005859,3970
7420000271,3967
23037,3966
1570770752,3965
112000049,3963
3042000046,3961
302370,3958
1570063428,3955
1570063142,3954
1600100528,3952
17529,3951
3041300006,3951
1570063082,3948
24005838,3945
1500003583,3942
24005851,3937
19993,3928
24005850,3920
17733,3915
24005854,3915
1540100163,3911
165765101,3911
24005846,3909
3040111651,3908
3041008125,3901
742404460,3898
21695,3897
21576,3897
24006087,3896
4080000301,3896
21602,3895
21550,3895
1570063010,3892
4080000300,3891
742201106,3889
24005821,3888
112000050,3888
18772,3887
370200,3885
3040104798,3884
22938,3877
20054,3872
24005849,3871
1570770802,3870
3041900595,3865
1120100260,3861
304120000553,3856
112000059,3849
10701000483,3849
4080000302,3844
11933,3844
1500004089,3838
1180000031,3838
1180000029,3837
1180000030,3837
16963,3834
1120100195,3833
316150,3829
3040102552,3828
300006,3828
3040100976,3827
304001548,3825
2149162,3825
2600000343,3817
1150000043,3809
11976,3805
1500004488,3804
742404445,3801
24005840,3798
3041008124,3796
7420000088,3791
74290000218,3787
24237,3786
742404456,3785
26603,3785
1500003222,3784
1570770751,3780
1984,3777
1570770080,3775
26605,3768
304001916,3764
12812,3761
16965,3757
3040104826,3757
112000058,3754
1500004086,3752
3041900582,3752
3040111709,3750
27050,3745
22429,3743
3040104859,3743
16966,3737
1500003676,3736
30412000112,3734
26599,3732
26602,3731
1180000183,3730
30416045,3729
7420302881,3725
2100002195,3724
3040111715,3723
3040111716,3723
3040111710,3723
3040111717,3723
1180000186,3722
112000056,3721
112000060,3721
4080000304,3720
4080000303,3720
112000055,3719
376021,3719
7420314031,3717
22939,3716
112000057,3716
3041008113,3716
17792,3713
22940,3712
304200042,3710
4080000983,3707
4080000982,3707
2600000371,3707
30416059,3705
1570063080,3704
1315400025,3701
500110,3699
6756,3699
16242,3695
30491014,3694
7422301049,3685
1120100276,3685
3041007103,3684
26601,3684
30432503,3684
3040111713,3678
742201123,3676
13119,3676
376020,3674
1570000129,3672
317120,3669
6995,3664
3040111712,3661
1500003370,3659
3040111711,3656
7420301153,3653
3040111719,3652
700005,3650
3041200285,3648
1500003773,3647
1600100628,3646
3040111718,3646
742231087,3644
742220157,3644
3040111720,3644
3040111721,3644
10759,3643
10760,3642
10761,3642
10762,3641
471920,3641
10763,3641
10764,3641
1600100245,3641
10767,3640
10765,3640
10768,3640
10766,3640
10770,3639
10773,3639
10769,3639
10772,3639
10771,3639
13120,3638
317140,3635
742404461,3635
304200021,3635
742220158,3632
13118,3630
742220154,3630
26604,3628
742220160,3627
3040111714,3624
300016,3623
304200007,3619
74290000225,3618
304200002,3617
27480,3616
304200027,3616
3040111724,3614
3040111723,3614
3040111722,3614
14327,3610
1150000190,3609
1150000189,3608
7420302847,3606
1150000202,3604
1570490106,3603
22430,3603
705070,3602
304001599,3602
304200008,3601
742220151,3601
1570490107,3600
7420301154,3589
3040104219,3586
1020100585,3586
2600000335,3583
