source_concept_code,ws_frequency
1180103367,317
742044000,316
742404728,316
20378,316
7420306933,316
27905,316
1020100443,316
3041900759,316
27896,316
24176,316
1020100493,315
2100002075,315
7009,315
1570770600,315
7085820,315
20324,315
7123,314
1150002696,314
2149143,314
23676,314
1540100104,314
13849,313
7420301591,313
2149142,313
25295,313
7420331527,313
1020100440,313
3041300309,313
30060,313
1150002676,312
1500003189,312
22603,312
7420301592,311
22593,311
304002246,311
7420301593,311
742068041,311
503530,311
1570400200,310
1150002685,310
7420331507,310
1540100105,310
8001,310
3040110652,310
20325,310
1150000168,310
20536,309
7420331485,309
1570400002,309
3041900572,309
17801,309
17938,309
742231039,309
7420331421,308
1150002698,308
7420301606,308
7420301605,308
20321,308
29733,308
7420301597,308
10701000143,308
500850,308
304730081733,308
22647,307
1020100766,307
1020100499,307
302490,307
7420301614,307
7420301608,307
7420301598,307
7420301611,307
7420301616,307
7420331526,307
7420301609,307
7420301612,307
29734,307
7420301600,307
1180000136,307
742735059720,307
1180000146,306
3040105218,306
7420301602,306
7420301615,306
7420301617,306
30521,306
31075,306
31174,306
1020100773,306
20554,306
7420301604,305
304200091,305
30743,305
1500003433,305
1570400003,305
29735,305
12578,305
1570400076,305
317530,305
26455,305
21202,304
3040109496,304
3041900403,304
505840,304
22602,304
7420331534,304
3041900410,304
7420301621,304
7422600029,304
3041900407,304
24476,304
7420315633,303
7420315641,303
29731,303
21631,303
20461,303
304000477,303
1180103370,303
742201023013,303
1570400004,303
742020954,303
29729,303
29683,302
742020638,302
7420000238,302
1570400005,302
23475,302
1150002688,302
506777,302
27563,302
3040109154,302
3040000006,302
29730,301
31031,301
7830,301
1180000358,301
31077,301
1180000308,301
1150002704,301
20322,301
13853,301
1150002674,301
29075,301
2149101,300
3041900739,300
27035,300
10701000140,300
3040100827,300
3040105659,300
16038802401,300
30561,300
1150002686,300
8430,300
20323,299
1570400008,299
31459,299
1600100122,299
3042400018,299
1570063002,298
1600100214,298
742735059721,298
31003,298
22300,298
27697,298
1570770615,298
23477,298
2149102,298
7420315685,297
31460,297
7420315693,296
3040104854,296
7421400201,296
2149104,296
3041300430,296
18411,296
7420331532,295
1150000223,295
11987,295
7420302002,295
3041008018,295
1500006561,295
3040109883,295
2100016236,295
301040,294
3041900259,294
1570770601,294
7070189,294
3042400170,294
3041900571,294
30712,294
30714,293
7422600047,293
13868,293
1150002682,293
10701000333,293
17889,293
30715,293
7060140,292
708366315,292
160233001,292
10701000389,292
3040109704,292
30738,292
742020989,292
30891,292
30713,292
302470,291
30716,291
112000157,291
17941,291
7420331558,291
31022,291
74202014523,291
3041900708,291
742020960,291
31461,291
7580,291
19202,291
30222,290
1500006565,290
1500004060,290
3040109495,290
20556,290
1158000302,290
1542100015,290
3041210108,289
7427350597021,289
7420331606,289
504110,289
31082,289
1150002328,289
1150002329,289
23478,289
1150001815,288
302550,288
24937,288
3041900408,288
7420331415,288
206004,288
2100016238,287
1120100062,287
1570400014,287
30473008219,287
30739,287
30717,287
13867,287
3041300032,287
18828,287
500280,286
7427310020,286
3041008156,286
1150002005,286
112000212,286
27478,286
1570400411,286
1570400414,286
1570400416,286
1570400289,286
30473008220,286
30224,286
25300,286
30722,286
742020333,286
30741,286
1570400415,285
3041900411,285
1570400204,285
30473008218,285
1150001816,285
1570400417,285
1570400413,285
30723,285
30727,285
18785,285
742020958,285
3041300226,285
1570400412,285
30728,285
1570400189,285
7421400210,284
742020962,284
742730077,284
7420331550,284
304730092650,284
7420202713,284
3041300345,284
3041900601,284
742068108,284
504210,284
30225,283
12109,283
112000210,283
742020965,283
1570400190,283
30473008221,283
1542101411,283
31462,283
7420331559,283
3041300183,283
30726,282
304000206,282
30740,282
1570400194,282
7422600099,282
1570400198,282
30470,282
19675,282
304001234,281
1570400196,281
3040102634,281
3041900767,281
10677,281
25298,281
30718,281
742020967,281
30473008227,281
30725,281
19113,281
1570400197,280
30223,280
3040102774,280
7420331416,280
1570400418,280
1570400195,280
30744,280
1600100082,280
30721,280
22316,280
30473008229,280
22340,280
30473008228,279
10701000334,279
7420331570,279
742730078,279
30922,279
4080000531,279
742231070,279
30473008230,279
22596,279
3040104333,279
7420331777,279
30720,279
3040109971,278
3041008019,278
1150002370,278
12149,278
112000151,278
8529,278
3040104855,278
3041900405,278
1570400193,277
3041900120,277
8258,277
1150000098,277
8257,277
30473008224,277
3040109593,277
1150002683,277
14043,276
1570400191,276
30580,276
12119,276
13857,276
1570490004,276
10701000165,276
6999,276
742020973,276
2100002076,275
1570400192,275
30582,275
27591,275
19204,275
30579,275
10701000141,275
30581,275
30473008231,275
1150002673,275
8002,275
4080000526,275
30731,275
1150000099,275
17952,274
742022054,274
3041900119,274
30473008203,274
12167,274
7420331549,274
30473008217,274
3042400125,274
19714,274
1544700042,274
19715,274
3040109595,273
301220,273
7420331778,273
30059,273
10701000061,273
22825,273
1542100371,273
742020978,273
1600100084,273
18700,273
742730081,273
742020968,273
1600100083,273
506768,273
742404444,272
21822,272
12395,272
1544700045,271
7122,271
1600100612,271
30473008211,271
742068017,271
1600100680,271
30473008207,270
1544700046,270
500440,270
1544700050,270
18857,270
10701000335,270
7420331708,270
17956,270
1500003442,269
304002163,269
18702,269
1544700048,269
1150002003,269
304000001,269
206001,269
3040101370,269
1544700049,269
7422090007,269
3040111324,269
742730086,269
1544700037,269
27604,269
154700702,269
17287,269
8260,269
1544700036,269
25297,269
742730085,269
742730082,268
154700704,268
1544700051,268
27603,268
742730089,268
1544700053,268
29855,268
30473008202,268
21784,268
8431,268
30583,268
1544700039,268
1544700058,267
1544700056,267
30473008210,267
7420302872,267
23972,267
1500005156,267
10669,267
503860,267
30473008250,267
1544700054,267
1544700059,267
742020970,267
506770,267
14186,267
7420331730,267
1158000335,266
742068004,266
1600100586,266
1158000314,266
7420331752,266
304730081731,266
7850,266
3041900594,266
30473008209,266
30473008222,266
1150002359,266
29856,266
30473008246,266
1542100024,266
30473008204,265
30473008240,265
154700700,265
1544700040,265
1540100405,265
3040109594,265
13749,265
27605,265
30473008208,265
742730090,265
8259,265
13742,265
7427350597022,265
1544700057,265
154700703,264
3040103225,264
30473008206,264
7420331817,264
3040100096,264
7420306525,264
22944,264
1570400016,264
1544700043,264
13747,264
503260,263
27588,263
3041900546,263
18704,263
7422090100,263
3040109603,263
503630,263
31463,263
17616,263
13748,263
22646,263
7420331483,263
3040109598,263
13743,263
74202384,263
3040109597,263
3040109103,262
7420314011,262
3040109596,262
7420306524,262
3040109599,261
18707,261
17087,261
3041900663,261
742067924,261
10670,261
3041900664,261
18689,261
18706,261
17088,261
30578,261
7420306932,261
30473008205,261
3041900660,261
742730093,261
7420000132,261
18868,261
742067055,260
17111,260
3041900845,260
17090,260
3040109600,260
17091,260
3330000429,260
304001730,260
3330000426,260
17089,260
17095,260
17099,260
17097,260
3330000432,260
3330000413,260
7427300832,260
17092,260
3330000434,260
7422090103,260
3330000428,260
17096,260
3330000431,260
3330000433,260
3041900662,260
17107,259
376006,259
17094,259
17100,259
17108,259
10701000481,259
17104,259
17105,259
17102,259
17110,259
3041900683,259
3330000416,259
154300316,259
3330000414,259
1500003000,259
7422090102,259
18158,259
17114,259
7422090101,259
17106,259
17112,259
742020315,259
17109,259
27893,259
3330000435,259
17662,259
27631,258
154301302,258
11978,258
3330000427,258
742020340,258
3040101373,258
7420331471,258
17101,258
74290000130,258
17116,258
1150001746,258
3330000418,258
8378,258
3330000415,258
17118,258
17119,258
17124,258
17115,258
17120,258
1500004059,257
7422090104,257
18067,257
3330000430,257
17122,257
3041900705,257
304001869,257
7420301595,256
3041300291,256
22804,256
1542100012,256
1540100175,256
742068087,256
7420331736,256
22947,256
22834,256
3040109498,256
304002086,256
3040109601,256
11007,256
19260,255
3040109602,255
1510000002,255
742730094,255
10671,255
24938,255
2100020018,255
742735059602,255
304000635,255
19514,255
304126889,255
35326,255
19518,255
3040109604,254
304000210,254
1600100560,254
24478,254
27630,254
742730097,254
11928,254
3041900661,254
3041900559,254
3040109605,254
2155,253
3040102853,253
506778,253
18703,253
8102,253
1570400078,253
742730098,253
1542100001,252
14335,252
19252,252
20082,252
19248,252
20221,252
30473009143,252
24477,252
318445,252
20087,252
19253,251
30780,251
20276,251
30247,251
20083,251
20222,251
19251,251
1180101051,251
504200,251
20084,251
22642,251
19256,251
1542100016,251
19250,251
1500003905,251
1020100498,251
13133,251
20223,251
7420331496,251
304101003,250
20225,250
1073100030,250
1542100018,250
7420331479,250
19257,250
19258,250
8095,250
30752,250
3040111146,250
22838,250
31025,250
7420331524,250
154300491,250
1073100029,250
742068018,250
30473009144,249
304002276,249
165765283,249
1073100031,249
165765276,249
10672,249
7070209,249
37652,249
1073100060,249
24039,249
17660,249
506772,249
742020317,249
19254,249
20085,249
19259,249
10340,248
3041900350,248
7421400209,248
165765274,248
165765278,248
742020976,248
742068040,248
742020971,248
23910,248
17661,248
19255,248
165765272,247
20278,247
17659,247
165765273,247
1120100274,247
18701,247
20086,247
17657,247
165765281,247
165765338,247
1020100373,247
7420306511,247
3042400020,247
500460,247
7420306532,247
20224,247
7420000123,247
7420301162,246
30781,246
2154,246
15257,246
1020100375,246
1570400727,246
31412,246
304001283,246
30412000191,246
1570400726,246
1150001747,246
165765375,246
3041300204,246
165765384,246
3040109494,246
7420302013,246
1570400729,245
22842,245
20304,245
3041300366,245
3040109606,245
28191,245
19724,245
7420301163,245
1570400723,245
1570400728,245
1073100033,245
13820,245
504460,245
30412000076,245
1020100374,244
22330,244
13852,244
1570400743,244
31173,244
1570400744,244
7420331474,244
1570400745,244
1020100376,244
742068085,244
1570400739,244
21768,244
1570400724,244
12582,244
30473008214,244
7422600139,244
1570400746,244
10673,244
1570400742,244
7420302873,244
1570400730,243
206002,243
165765377,243
7074360,243
7420331525,243
742020318,243
19725,243
19716,243
1570400741,243
7422600128,243
18647,243
1570400740,243
1020100618,243
165765357,243
7422600031,242
1570400735,242
210304190052601,242
1570400737,242
1570400738,242
1570400732,242
3041900236,242
31080,242
1570400736,242
18630,242
29632,242
30785,242
30746,241
7074280,241
18632,241
318444,241
30745,241
7421400200,241
1542100013,241
8377,241
18650,241
503620,241
26080,240
2056177,240
1150001928,240
3041900135,240
1150001933,240
1150001817,240
22564,240
17663,240
742201023021,240
26085,240
1158000303,240
165765359,240
3041900716,240
165765386,240
1542100017,240
7420331820,240
20010,240
3041300059,240
26082,239
26086,239
6791,239
1500006562,239
1542100032,239
26077,239
1150001960,239
304002248,239
26087,239
26076,239
7420331473,239
26088,239
26075,239
1600100539,239
7836,239
26078,238
26073,238
304000886,238
304002284,238
30412000079,238
1570400030,238
26079,238
26083,238
22600,238
742020979,238
7422600235,238
21030190057901,238
26081,238
1570400747,238
1542100023,238
26090,238
505890,237
708366325,237
742068037,237
1570400082,237
304000438,237
742151004,237
3042000039,237
7420331819,237
1120100156,237
7825,237
3041900762,237
1570400020,237
7422600236,237
8383,237
3040111147,237
21065328207,237
30574,237
26074,236
3040111150,236
3040101371,236
500450,236
1570400165,236
7005,236
742067136,236
1073100028,236
1570400018,236
26084,236
1073100058,236
7420302019,236
742022045,236
3041900685,236
18204,235
22334,235
3040111321,235
18203,235
1570400202,235
304000269,235
18205,235
3040111149,235
1570400166,235
19261,235
3040111156,235
12179,235
3040111153,234
19509,234
19265,234
19508,234
3040111154,234
19506,234
30782,234
3040111152,234
1150006003,234
3040111151,234
18705,234
19264,234
25303,234
3040111157,234
3040111158,234
3040111155,234
24168,234
3041300253,234
19505,233
19512,233
1500006566,233
1542100027,233
1570490015,233
8157,233
19717,233
1570490014,233
742020345,233
1150002373,233
1570400170,233
3040111159,233
19262,233
1570400168,233
1570400033,233
304320035,232
210304190054001,232
1570400080,232
30412000294,232
18207,232
1542100031,232
7422600033,232
165765271,232
120112,232
18637,232
1542100029,232
19507,232
1570400167,232
7770000007,232
19719,232
7420331510,232
1150001860,232
742068052,232
1150001861,231
1542100025,231
304001775,231
3040100815,231
22592,231
1150001862,231
7422600032,231
742067014,231
7420331495,231
1542100019,231
1570063050,231
742067094,231
1570400037,231
18208,231
1150001863,231
30412000080,231
506766,231
30473008245,231
1570400079,231
18206,231
742068093,230
30412000077,230
210304190058001,230
1570400171,230
1570400034,230
1570400040,230
503280,230
12098,230
3041008032,229
25292,229
21465,229
304001620,229
3040000008,229
7422600238,229
1570400173,229
7422600035,229
3041008070,229
30412000114,229
742201023016,229
3042400022,228
503870,228
1150002004,228
304000317,228
3042400057,228
19263,228
16133,228
3041900136,228
7006,228
8101,228
304000630,228
1500006418,227
154030007,227
16813,227
30491009,227
1570400754,227
318477,227
13869,227
18210,227
3041900402,227
120862,227
30473008212,227
1570770158,226
30914,226
1180103326,226
30491010,226
7420331711,226
20562,226
30783,226
3040100835,226
304001396,226
30747,226
3042400023,226
304000858,225
304002021,225
500500,225
7420331747,225
2149092,225
3040104776,225
7008,225
21771,225
1020100767,225
16426,225
1500006246,225
1150001875,225
12187,225
2149154,225
1180000315,225
1150002687,224
1570400081,224
1150000064,224
1150000065,224
20563,224
2149093,224
3042400021,224
1150000063,224
1150000069,224
1150000071,224
30412000083,224
1150002378,224
1150000067,224
1150000070,224
1570400755,223
1500006423,223
1150000060,223
1150002377,223
7420331709,223
74290000179,223
500490,223
7420302005,223
1150000073,223
30806,223
1150000066,223
8336,223
1544700061,223
1150000074,223
1120100304,222
504470,222
7420331449,222
1500004057,222
8109,222
19721,222
1542100020,222
1150000075,222
1150000068,222
500470,221
742020964,221
1570400756,221
1150000077,221
1150002376,221
1570400175,221
13870,221
30473008236,221
7422600037,220
304000851,220
1150000076,220
7422600036,220
1500006293,220
376027,220
19997,220
1180101061,220
742020982,220
1570400043,220
1542100264,220
3040102855,220
304101004,220
1150002364,220
31083,220
3041900760,220
1500003082,219
74290000125,219
7422600237,219
304000395,219
742201071,219
3040111164,219
3040111161,219
3040111165,219
2149164,219
1315400095,219
3040111166,219
1150000078,219
1150002358,219
1570400176,219
318478,219
3040111163,219
157231002,219
1500006244,219
3040111162,219
1150000100,218
1500006286,218
12779,218
12099,218
8571,218
30802,217
742404420,217
376028,217
1150000102,217
1150000080,217
16832,217
500480,217
3040102990,217
742404723,217
742020316,217
3041900686,217
2103018628,217
22824,217
1150000079,217
2149067,216
1150000058,216
8398,216
1500006530,216
2149066,216
7420331584,216
1150000081,216
210304190054002,216
742201032,216
30803,216
74202211,216
2149065,216
1020100546,216
1150000057,216
30784,215
16856,215
1570400247,215
7420331472,215
1570400248,215
7422600223,215
1150000059,214
24393,214
7060870,214
7422600159,214
8417,214
1570400249,214
24388,214
7420331414,214
1150000101,214
1542100034,213
1570400177,213
21469,213
3040120018,213
376030,213
1150002363,213
3041900561,213
10683,213
1150000103,213
20560,212
31181,212
1542100021,212
1542100033,212
35353,212
7422600148,212
16111,212
1150000082,212
74202268,212
7085440,212
1180146863,211
304320036,211
1500006534,211
1150000085,211
2100002174,211
1410000014,211
2100002172,211
1150000084,211
304002278,211
1150000083,211
3041300312,211
2500000071,211
16818,210
1542100022,210
120132,210
30416007,210
74290000256,210
20333,210
742201096,210
30791,210
1600100466,210
14187,210
20329,210
3041300012,210
3041300383,210
7424700025,209
1600100585,209
3042400013,209
20334,209
3040109104,209
27481,209
21622,209
74290000259,209
7424700027,209
7424700028,209
22994,209
22993,209
2100002173,209
30805,209
1150002379,209
7424700029,209
74290000257,209
7424700030,209
30412000295,209
20335,208
20336,208
7422600068,208
3040101105,208
24569,208
21596,208
7424700024,208
30473008241,208
21570,208
7424700026,208
20330,208
3040101099,207
3041207392,207
165765096,207
18811,207
7420303800,207
8527,207
6981,207
2100000909,207
3040101103,207
30412000296,207
742020303,207
742067133,207
25112,206
3040101097,206
7420303791,206
25119,206
3040100816,206
7424700031,206
7420303801,206
25117,206
7420303810,206
25120,206
376029,206
7420303790,206
25118,206
3040101100,206
25111,206
25113,206
25114,206
25116,206
304001582,206
25115,206
12780,205
3041001687,205
16814,205
27641,205
18622,205
165765097,205
1120100235,205
16016,205
1542100317,205
154044003,205
7420303811,205
7096208,204
1120000946,204
3041001689,204
1150002680,204
30882,204
1150000062,204
3041001690,204
742709041,204
7420303804,204
3040101113,204
3040102637,204
30412000113,204
3042400123,204
3041001692,204
30792,203
1020100521,203
3040101108,203
3041001691,203
7096206,203
1180146853,203
3041001688,203
53,203
20569,203
20566,203
14192,203
742047945,203
27072,203
1180147425,202
1180103389,202
7420303814,202
20568,202
3040101118,202
7420303793,202
6982,202
18607,202
22591,202
500300,202
7420303794,202
7420303792,202
304100301,201
12106,201
7420303802,201
1158000323,201
7420302816,201
7420331422,201
17310,201
1180147424,201
3040100985,201
8353,201
1570490016,201
304001758,201
7420303803,201
7420303812,201
742201038,201
742208002,201
7420303813,201
3040101110,200
1180103379,200
1570490017,200
1570400179,200
1570000107,200
1570400180,200
1600100587,200
3040101098,200
1570490018,200
154300308,200
742020991,200
3040111177,199
1570400092,199
1020100523,199
3040111181,199
31029,199
3040111170,199
3040111176,199
7420303809,199
3040111171,199
3040111322,199
3040111173,199
7420303799,199
3040111179,199
3040111178,199
3040111180,199
3040111174,199
15254,199
3041300013,199
3040111168,199
3040111175,199
18853,199
2149141,198
3040111182,198
7060760,198
1150000160,198
3040111172,198
1180103387,198
74202524,198
7420303819,198
3040111183,198
742022058,198
3041900313,198
3040111169,198
1570400045,198
29078,198
1180147427,197
1570400104,197
3040101114,197
1570490010,197
7421400211,197
19194,197
4080000997,197
30416024,197
20567,197
23973,197
1570490008,197
16823,196
6869,196
8005,196
1600100526,196
7422600149,196
7422600150,196
742067031,196
1570490007,196
3040103215,196
304001545,196
1542100277,196
30800,196
30432021,196
1570490009,196
3040111193,195
3040111190,195
3040103247,195
304001583,195
7420331551,195
3040111185,195
7420303798,195
3040111192,195
7420303815,195
3040111191,195
7420303795,195
3040111187,195
12756,195
3040111186,195
1570400292,195
3040111195,195
3040111188,195
3040111197,195
7420303805,195
7422600224,195
3040111189,195
7420331560,195
2149117,195
3040111194,195
7096399,195
8531,195
742201041,195
742020969,194
31655,194
7420303806,194
3040111198,194
25239,194
8547,194
7420303797,194
1180000112,194
304000014,194
7420303796,194
3040111200,194
1570490011,194
17918,194
7420303816,194
7422301020,194
708366316,194
3040111196,194
3040111201,194
1180000472,194
58500104,194
7420331407,194
31656,194
7818,193
7420303818,193
7420303807,193
1570490003,193
7420331717,193
31653,193
7421400202,193
7420303808,193
2149140,193
29297,192
29314,192
304002303,192
742020319,192
21500,192
1570490000,192
29294,192
29298,192
29296,192
1570490012,192
29319,192
29325,192
29292,192
7420303817,192
29295,192
29293,192
20558,192
3041900315,192
1570490002,192
29318,192
31297,192
7420303830,192
29300,192
29320,192
1150002415,192
29306,192
7420331552,191
165764370,191
742067013,191
3041001695,191
3041001699,191
4080000998,191
29299,191
3041001694,191
3040100741,191
3041001696,191
1570400749,191
742068026,191
1570490001,191
8460,190
3041001704,190
1570400752,190
742020955,190
3041900834,190
6786,190
12103,190
7420303831,190
3040100813,190
3041001700,190
3041001697,190
1180101055,190
1570400750,190
3040000005,190
16967,190
7420303852,190
2149139,190
1150002369,190
3040204344,190
3041001698,190
3041001701,190
7420331719,190
1570400753,190
3041001702,190
3042000022,190
165765284,190
3041001703,190
7420303832,190
7420301402,189
16822,189
3040101374,189
742151003,189
304090017,189
3041001705,189
3040111323,189
5850000339,189
1570400751,189
7420301161,188
304000496,188
19191,188
29324,188
24070,188
2149056,188
5850000340,188
29305,187
6793,187
304101002,187
31032,187
1570063056,187
8158,187
6897,187
2149054,187
30473008232,186
6867,186
1570490005,186
742201085,186
3041900317,186
4080000533,186
16826,185
8567,185
23768,185
304001064,185
370140,185
7422301042,185
30412000252,185
1315400078,185
1020100437,184
1150001864,184
1073100039,184
7420303834,184
8110,184
7420303833,184
5850000345,184
30473007261,184
74290000194,184
317340,184
3041900319,184
12781,183
5850000344,183
30184,183
206005,183
5850000342,183
1073100032,183
30575,183
3041900326,183
1150000061,182
26503,182
27099,182
5850000351,182
1020100500,182
3041900324,182
12778,182
1570490044,182
74202014524,182
16816,182
7420331533,182
1540100177,181
2101068701,181
1570490032,181
2101068502,181
317350,181
7420331727,181
23770,181
7074477,181
1650700054,181
1570490033,181
5850000359,180
1570490042,180
5850000369,180
10347,180
4080001003,180
5850000360,180
4080001001,180
30576,180
12580,179
1650700031,179
30920,179
3042400164,179
7823,179
5850000349,179
5850000343,179
3041900322,179
5850000354,179
1650700032,179
1650700055,179
17802,179
3040105173,178
742020480,178
7070152,178
2061171,178
31698,178
1570490043,178
24189,178
5850000347,178
3042400024,177
304000726,177
11992,177
25769,177
1150002380,177
18856,177
107000226,177
1158000304,177
31699,177
1542100643,177
304157085430,177
742550005,177
18852,177
3040104502,176
8376,176
1542100646,176
21375,176
5850000357,176
1542100648,176
1542100645,176
1500006417,176
742020975,176
25244,176
206011,176
165765356,176
16361,176
705310,176
1542100644,176
10004,175
10010,175
10014,175
10008,175
10013,175
165765355,175
330160,175
10006,175
742022029,175
1150000237,175
1542100649,175
10011,175
27083,175
10007,175
1542100647,175
7420331739,175
154300312,175
10015,175
10003,175
7096218,175
10020,174
7096207,174
18634,174
10018,174
10005,174
8246,174
12033,174
1180101062,174
10019,174
1570490019,174
1570490021,174
10021,174
8490,174
22946,174
742068042,173
7420331438,173
7420331561,173
154301300,173
12045,173
154300318,173
3041900786,173
742068035,173
1500006422,173
8421,172
30412000298,172
1600100535,172
206008,172
10017,172
742020956,172
23777,172
3041008127,172
23926,172
1790000001,172
27884,172
317510,172
7420331765,172
7096216,172
10016,172
22849,171
7420300200,171
2103000482,171
2100002196,171
1600100718,171
10022,171
3040102871,171
10375,171
742231048,171
3040000024,170
7096212,170
154300310,170
10348,170
304001118,170
8107,170
2103000481,170
30412000081,170
304000391,170
10371,170
3041900124,170
1570770529,170
3041300058,170
25412,170
21370,170
7420000263,170
30597,169
1600100257,169
27566,169
7420331816,169
28188,169
74290000189,169
742020334,169
8816,169
3042000036,169
24572,169
2600000319,169
206010,169
742068025,169
154300004,169
23788,169
2103000483,169
7420331766,169
17285,169
318438,168
17440,168
304002240,168
30786,168
742068000,168
27866,168
3041900843,168
742709223,168
7420306528,168
5850000341,168
7060790,168
1600100118,168
16827,168
304001384,168
7420331737,168
8548,167
10376,167
1600100720,167
28184,167
16869,167
23787,167
3040103248,167
2100016228,167
2600000301,166
2100020012,166
742095962,166
1570400294,166
24576,166
8446,166
23806,166
2600000313,166
18855,166
3040104856,166
742220192,166
27909,166
304001239,166
318471,166
10349,166
1542100652,165
2100023604,165
23810,165
2600000295,165
27100,165
2600000304,165
18773,165
2600000292,165
742709224,165
27900,165
2600000307,165
7422600167,165
3041900316,165
7422600138,165
1542100656,164
7420331807,164
7420306531,164
1542100657,164
1542100655,164
1570770553,164
1542100658,164
318439,164
1542100653,164
3041900314,164
3040104334,164
1542100654,164
2600000310,164
2600000298,164
12784,163
304000137,163
304730081732,163
304000543,163
17435,163
1544700135,163
3041900108,163
304001867,163
3042400032,162
23802,162
1542100381,162
304001172,162
3041900740,162
742735059703,162
742220194,162
1570401621,162
7070151,162
16837,161
165765098,161
2600000296,161
23783,161
1544700125,161
7420331487,161
1544700126,161
1544700121,161
2600000299,161
2600000302,161
2600000314,161
1544700128,160
3040102630,160
1500003641,160
3041900736,160
25302,160
1544700127,160
742735059733,160
1544700134,160
7420331514,160
3041900731,160
4080000657,160
1570000026,160
19298,160
27906,160
742735059730,160
16828,160
1544700129,160
23804,160
19757,160
1544700130,160
1570400046,159
3041900787,159
27891,159
7422600135,159
2600000305,159
2600000300,159
7420302027,159
742201094,159
7420306913,159
23785,159
24479,159
2600000308,159
1544700122,159
2600000315,159
1544700123,159
30412000333,159
27912,159
504180,159
1400000044,159
27888,159
304220070,159
26286,159
12579,159
12089,158
27902,158
1600100212,158
1544700133,158
1544700131,158
112000208,158
1544700124,158
1600100719,158
30412000334,158
2600000297,158
1600100716,158
3040105667,158
3041900318,158
7422600073,157
19272,157
7420000265,157
19274,157
2600000293,157
7420331808,157
7420331585,157
3040100012,157
503600,157
8435,157
1544700132,157
2600000294,157
19281,157
31002,157
2600000303,157
304101005,157
19276,157
742068051,156
3041900327,156
30416051,156
742735059731,156
1500003755,156
31668,156
19267,156
19280,156
742067130,156
2600000311,156
24072,156
7420331443,156
24570,156
1150000194,155
13844,155
3041900602,155
3041900321,155
304001937,155
304000760,155
24574,155
1150000192,155
3040109975,155
2600000306,155
2600000309,155
1570400023,155
1542100002,155
27556,155
1542100004,155
1180103323,155
1542100003,155
1150000193,155
1542100417,154
74290000221,154
506763,154
304001700,154
1400000050,154
19291,154
19296,154
19761,154
7073980,154
19277,154
24480,154
2600000312,154
19278,154
19297,153
19268,153
19271,153
19266,153
3041001707,153
19270,153
1400000049,153
705160,153
3047300771,153
19577,153
30076,153
19292,153
19269,153
19284,153
19295,153
1400000048,153
74290000163,153
19273,153
1543000502,152
19294,152
19293,152
19275,152
19288,152
8090,152
19287,152
19282,152
29195,152
16783,152
12178,152
30245,152
1543000506,152
29196,151
19286,151
19285,151
29198,151
1543000504,151
24571,151
1543000508,151
29200,151
7420302956,151
1020100501,151
7420302024,151
304001530,151
1543000507,151
31085,151
29202,150
12094,150
31004,150
25304,150
8515,150
7422600327,150
3041900325,150
7422600255,150
7420331446,150
8461,150
7422600326,150
19582,150
7422600331,150
3041900323,150
2103000477,150
304000813,150
1543000503,150
30412000067,150
18160,150
29197,150
7420331714,150
1543000505,150
1120100298,149
24396,149
1570400259,149
31091,149
24498,149
1570400258,149
1158000311,149
24230,149
1600100534,149
1570400260,149
7422600328,149
8489,149
24394,149
7060880,149
29199,149
1570400261,149
1570400256,149
1570400251,149
1570400255,149
1500005157,149
1570400253,149
31092,149
7422201201,149
304001842,149
1543000509,149
4080000146,148
29201,148
30074,148
8338,148
7420331712,148
1570400257,148
742068076,148
1544402,148
21355,148
3041900109,148
3040101226,148
1600100489,148
19860,148
3041900761,148
3041900397,148
742020992,147
1570400254,147
22477,147
1180103321,147
1180103322,147
19283,147
1570063014,147
1542100291,147
24573,147
742067131,147
1570400252,147
7422600132,147
7420304544,147
24496,147
304155008,147
742068078,147
2056028,147
20571,147
30473008233,146
304950,146
318472,146
22798,146
29567,146
23800,146
29098,146
19289,146
304002197,146
1500003029,146
7576,146
22371,146
1500003639,145
1650000468,145
304002256,145
31079,145
3040100760,145
24395,145
30577,145
1600100243,145
1120000934,145
16049002901,144
7583,144
3041300154,144
8331,144
7420331450,144
17819,144
3041300107,144
29719,144
1543000510,144
3041300106,144
742020343,144
206007,143
450010,143
8549,143
24482,143
21577,143
8462,143
1570400095,143
708366319,143
1120000943,143
7422600049,143
1500003633,143
21697,143
742068001,143
7420000219,143
21551,143
21603,143
3041900128,143
3041900132,143
7420302862,143
3040100731,142
17441,142
21350,142
1315400275,142
7070192,142
742020957,142
2149138,142
14957,142
18786,142
7420331444,142
742404472,141
18755,141
742709211,141
304001841,141
16824,140
304001752,140
3040111225,140
29718,140
154300348,140
2149137,140
1020100508,140
74202264,140
17458,140
15430002,140
1863101,140
7420000343,140
23600,139
24481,139
16820,139
3040100746,139
304001576,139
22567,139
1410000003,139
7420000348,139
504190,139
3041300405,139
10701000410,139
1150002352,138
12177,138
7096214,138
3041900114,138
22595,138
3042400078,138
8004,138
17823,138
22613,138
3040111648,138
1150000259,137
1150000258,137
1150000254,137
1500006419,137
19290,137
30432000031,137
1500003678,137
10701000548,137
206129,137
1150000255,137
1570400209,137
10701000412,137
10701000411,137
1150000256,137
1150000257,137
22586,137
1600100213,136
3041900768,136
3040100716,136
1570400098,136
1600100721,136
3330000417,136
1650000469,136
742220195,136
3044000001,135
15919,135
7420331573,135
7420000051,135
1570400207,135
3041300137,135
20572,135
7420331834,135
7420306987,135
304002131,135
