source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,fca_methods,omop_domain,suggested_concept_id,suggested_concept_name,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
318480,L Hip ABduction 0-45 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,360,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE PROM (degrees),22
742503560,R Shoulder Internal Rotation 0-90 Degrees,C0447.00,A,,,Measurement,0,,numeric,Degrees,,360,,EHC IP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT RUE NAV|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT EXTREMITY ASSESS NAV|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RUE AAROM (degrees),18
16890,#5 Birch Tree (W/F in millimeters),C0447.00,A,,,Measurement,0,,numeric,,,,,AMB ALG ALLERGY TESTING|AMB ALG INTRADERMAL TESTING,Panel C Intra,2
1180101448,Left Renal Vein Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Renal Vein Extended Pressure Measurements,1
20348,When was your last hearing test?,C0088.00,A,hearing,,Observation,0,,string,,,,About the same|Right|Left,T EHC AMB AUD HRT CASE HISTORY SHORT,Hearing Loss Information,1
1180103784,ART Femo O2 Cont,C0447.00,A,,,Measurement,0,,numeric,,,,,CV SENSIS HEMO,Saturations,1
742231070,BP Location,C0034.00,A,blood_pressure,,Observation,0,,custom_list,,,,Right arm|Left arm|Right leg|Left leg|Other (Comment),EHC ACUTE SLP EVAL RESPIRATORY AND VITALS NAV|EHC PT CARDIOPULMONARY NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP SLP EVAL,Cardiopulmonary Vitals Entry 2,17
1570636552,Right Grip Setting 4,C0447.00,A,,,Measurement,0,,numeric,,0,200,,REHAB OP HAND GRIP STRENGTH EVAL|REHAB OP WRIST/HAND EVAL,Grip Assessment,2
1544700115,"8. Paying attention to, understanding, discussing TV, book, magazine",C0079.00,A,attention,,Observation,0,,custom_list,,,,Dependent|Requires assistance|Has difficulty but does by self|Normal|Never did this but could do now|Never did and would have difficulty now,T BH FUNCTIONAL ACTIVITIES QUESTIONNAIRE (FAQ),Questions,1
1570063623,Pain Location (3),C0022.00,A,pain_location,,Observation,0,,custom_list,,,,Head|Throat|Neck|Shoulder|Upper arm|Elbow|Forearm|Wrist|Hand/fingers|Chest|Abdomen|Pelvis/genitalia|Upper back|Lower back|Buttocks|Hip|Anus|Upper leg/thigh|Knee|Shin|Calf|Ankle|Foot/toes,ISCOS SCI PAIN DATA SET NAV|ISCOS SCI REPORTING TEMPLATE,Third Worst Pain Problem,2
1180104196,Left Vertebral Artery PH,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended PH Measurements,1
304000433,Attention FIM Goal (SLP-IRF),C0079.00,A,attention,,Observation,0,,custom_list,,,,Score of 7 (FIM)|Score of 7 (FIM)|Score of 6 (FIM)|Score of 6 (FIM)|Score of 5 (FIM)|Score of 5 (FIM)|Score of 4 (FIM)|Score of 4 (FIM)|Score of 3 (FIM)|Score of 3 (FIM)|Score of 2 (FIM)|Score of 2 (FIM)|Score of 1 (FIM)|Score of 1 (FIM)|other (see comments)|other (see comments),CPM S24 IRF GOAL SUMMARY|ZZZ CPM S21 IRF GOAL SUMMARY,Attention FIM Goal (SLP-IRF),2
9859,RR (total),C0447.00,A,,,Measurement,0,,numeric,,,,,IP DISASTER VENT DOC NAV,Settings,1
1180101820,Right Coronary Artery Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
8100120,(G) Total Output (mL),C0031.00,A,output,,Observation,0,,numeric,mL,,,,IP CRRT,Output,1
1180101660,Main Inferior Vena Cava Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Main Inferior Vena Cava Extended Pressure Measurements,1
742231023,Pulse,C0056.00,A,pulse,,Observation,0,,numeric,,0,500,,EHC ACUTE SLP EVAL RESPIRATORY AND VITALS NAV|EHC PT CARDIOPULMONARY NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP SLP EVAL,Cardiopulmonary Vitals Entry 3,17
330060,Cardio (WDL),C0335.00,A,wdl_screening,,Observation,0,,custom_list,,,,Within Defined Limits|Exceptions to WDL,ED PEDS ASSESS CARDIAC NAV,Cardiac,1
304001758,Aspiration Prevention During Seizure,C0030.00,A,seizure,,Observation,0,,custom_list,,,,positioned on side during seizure|positioned on side during seizure|suctioned secretions/vomitus|suctioned secretions/vomitus|other (see comments)|other (see comments),CPM S21 CPIF ADULT/OB INTERVENTION (CARE PLAN)|CPM S21 CPIF NICU/NB INTERVENTION (CARE PLAN)|CPM S24 CPIF CARE PLAN INTERVENTIONS|ZZZ CPM S21 CPIF PEDIATRIC INTERVENTION (CARE PLAN),Safety Interventions,4
10701000161,Anxiety: Evaluation of Goals Met,C0068.00,A,anxiety,,Observation,0,,custom_list,,,,Goal met|Goal not met (Comment),FOUNDATION - ZZ OR PERIOP CARE PLAN|FOUNDATION - ZZ OR PREPROCEDURE NURSING CARE PLAN,Preprocedure: Anxiety Related to Impending Procedure and Anesthesia/Sedation,2
7420000258,Swallow Comments,C0067.00,A,swallowing,,Observation,0,,string,,,,,RHB IP SLP TREATMENT|RHB OP SLP TREATMENT|T EHC SLP TREAT SWALLOWING NAV,Swallowing,3
304000455,"Progress/Outcomes (Bed Mobility Goal 1, OT)",C0039.00,A,mobility,,Observation,0,,custom_list,,,,good progress toward goal|good progress toward goal|continuing progress toward goal|continuing progress toward goal|progress slower than expected|progress slower than expected|unable to make needed progress|unable to make needed progress|medical status inhibiting progress|medical status inhibiting progress|goal met|goal met|goal partially met|goal partially met|goal not met|goal not met|goal no longer appropriate|goal no longer appropriate|goal revised this date|goal revised this date|goal ongoing|goal ongoing|discharged from facility|discharged from facility|medical status inhibited participation|medical status inhibited participation|other (see comments)|other (see comments),CPM S24 REH REHAB GOAL SUMMARY|ZZZ CPM S21 REH REHAB GOAL SUMMARY,Bed Mobility Goal 1 (OT),2
7085590,Drainage Appearance,C0050.00,A,drainage,,Observation,0,,custom_list,,,,Bile|Bloody|Bright red|Brown|Clear|Clots|Cloudy|Coffee ground|Dark red|Dilute|Green|Milky|Mucous shreds|Pink tinged|Purulent|Serosanguineous|Serous|Straw|Tan|Thin|Thick|Yellow|None|Other (Comment),ALL FOUNDATION LDAS|AN LDAS|ED INTAKE/OUTPUT|ED LINES/AIRWAYS|ED TRAUMA INTAKE/OUTPUT|EHC ED TRIAGE ARRIVAL DOCUMENTATION NAV|IP ICU INTAKE/OUTPUT WITH VITALS|IP INTAKE/OUTPUT|IP NICU/NEWBORN INTAKE/OUTPUT|IP PCT VITALS INTAKE/OUTPUT|IP PEDS BASIC VITAL SIGNS & INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|MATERNAL EMERGENCY NARRATOR LDAS|OR LDAS|REHAB INTAKE/OUTPUT|RIS LDA ASSESS CONTRAST RADIOPHARM ADMIN NAV|RIS LDAS IR PRE-PROC,Closed Drain|Gastroesophageal Balloon Tamponade Tube|Gastrostomy/Enterostomy|NG/OG Tube|NG/OG Tube NICU|Open Drain,17
3040102703,Apnea Monitor Alarms Audible,C0097.00,A,apnea,,Observation,0,,custom_list,,,,Yes|Not in use|Other (Comment),IP PEDS DAILY CARES/SAFETY,Apnea Monitor|Safe Environment,1
1542100201,Participation of Activities of Daily Living,C0017.00,A,adl,,Observation,0,,custom_list,,,,Good hygiene|Inconsistent hygiene|Poor hygiene|Healthy sleep patterns|Unhealthy sleep patterns|Other (Comment),T EHC HBFF INTEGRATED PROGRESS SUMMARY,Dimension 3,1
3040100819,Grip Strength,C0006.00,A,grip_strength,,Observation,0,,string,,,,,"EHC AMB FN ACCESS TO FOOD, PHYSICAL ACTIVITY AND FUNCTION|IP FN ACCESS TO FOOD, PHYSICAL ACTIVITY AND FUNCTION",Physical Activity and Function,2
1180101815,Left Coronary Artery Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1570637044,Toilet/Commode Transfer Assistance,C0064.00,A,toileting,,Observation,0,,custom_list,,,,Independent|Supervision|Setup/cleanup|Contact guard assist|Minimal assist|Moderate assist|Maximal assist|Dependent,REHAB OP NEURO BED MOBILITY/TRANSFERS|REHAB OP NEURO EVAL,Transfers and Bed Mobility,2
30412000163,Telemetry Resp Rate Below 8 or Above 28 w/in last 24 Hours,C0350.00,A,respiratory_rate,,Observation,0,,custom_list,,,,Yes|No,EHC IP BASIC ASSESSMENT|IP BASIC ASSESSMENT,Telemetry DC Screening,2
1570632969,CARE Score - Shower/Bathe Self,C0065.00,A,bathing,,Observation,0,,string,,,,,GG PERFORMANCE ALTERNATE|GG PERFORMANCE SFLO ALTERNATE,Shower/Bathe Self,2
1500004084,Bed Mobility to 2,C0039.00,A,mobility,,Observation,0,,custom_list,,,,Supine|Semi-fowler|Prone|Side lying-right|Side lying-left|Short sit|Long sit|Edge of bed sit|Elbows|Rolling right|Rolling left|Scooting,EHC PT BED MOBILITY NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|LTC PT TREATMENT|RHB IP PT EVALUATION|RHB IP PT TREATMENT,Bed Mobility 2,6
1570633471,Speech Rate Details,C0075.00,A,speech,,Observation,0,,string,,,,,REHAB OP SLP MOTOR SPEECH|REHAB OP SLP OBJECTIVE VOICE EVAL,Oral Agility,2
304001991,"Independence/Cues/Accuracy (Orientation Goal 1, OT-IRF)",C0026.00,A,orientation,,Observation,0,,custom_list,,,,independently|independently|independent use of environmental cues/strategies|with minimum|minimal cues for use of strategies|with moderate|with maximum|moderate cues for use of strategies|physical/tactile cues|constant cues for use of strategies|with 90% accuracy|verbal cues/redirection|written cues|with 80% accuracy|with 75% accuracy|with additional processing time|with 60% accuracy|with environmental modification/cues|with 50% accuracy|with repetition of directions|with 25% accuracy|with external compensatory strategy|other (see comments)|with internal compensatory strategy|with cues for initiation|with 90% accuracy|with 80% accuracy|with 75% accuracy|with 60% accuracy|with 50% accuracy|with 25% accuracy|other (see comments),CPM S24 IRF GOAL SUMMARY|ZZZ CPM S21 IRF GOAL SUMMARY,Orientation Goal 1 (OT-IRF),2
742730086,Tip to Tip 3 (lbs),C0447.00,A,,,Measurement,0,,numeric,lbs,,,,HAND THERAPY ASSESSMENT|OT HAND THERAPY ASSESSMENT NAV,Right Hand Strength - Pinch (lbs),2
28093,"Have you noticed any headaches, dizziness, changes in vision or increased swelling on your body since giving birth?",C0044.00,A,vision,,Observation,0,,custom_list,,,,Yes|No,EHC HP CHW PROGRAM INTAKE,Hypertension,1
154300352,Bilateral Hearing Aids,C0088.00,A,hearing,,Observation,0,,numeric,,0,,,EHC BH PAT BELONG ALL|EHC BH PATIENT BELONGINGS AT BEDSIDE NAV,Belongings at Bedside,2
7085820,Patient's Stated Pain Goal 3,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,No pain|1|2|3|4|5|6|7|8|9|10|Other (Comment),AMB BASIC VITALS|AMB HYPERBARIC TREATMENT|AMB ORT ASSESSMENT: MULTIPLE READINGS|AMB PAIN ASSESSMENT: MULTIPLE READINGS|AN POST-OP VITALS|AN VITALS/NPO STATUS|CV TILT TABLE LOG|ED DEPARTURE CONDITION NAV|ED TRAUMA PAIN ASSESSMENT|ED VITALS|EHC IP ICU COMPLEX VITALS AND DRIPS|EHC OR/GI PERIOP VITALS|ENDOSCOPY INTRAPROCEDURE VITALS|HH PALLIATIVE CARE PAIN AND SYMPTOM ASSESSMENT NAV|IP BASIC VITALS|IP BASIC VITALS NAV|IP BH PEDS/ADOLESCENT ADMISSION|IP ECT THERAPY - POST|IP ECT THERAPY - PRE|IP ICU COMPLEX VITALS|IP PAIN NAV|IP PATIENT CONTROLLED ANALGESIA (PCA)|IP PCT VITALS INTAKE/OUTPUT|IP PEDS BASIC VITAL SIGNS|IP PEDS BASIC VITAL SIGNS & INTAKE/OUTPUT|IP PICU COMPLEX VITAL SIGNS|IP RT VITALS NAV|OR PACU FLOWSHEET|OR PACU PEDIATRIC FLOWSHEET|OR PERI-OP VITALS|PLASMAPHERESIS|ROVER IP PCT VITALS INTAKE/OUTPUT + SONNET|ROVER PAIN|T EHC OR PERIOP VITALS - ASC,Pain 3,34
31126,Blood Pressure,C0034.00,A,blood_pressure,,Observation,0,,numeric,,,,,T EHC AMB CAR 6 MINUTE WALK TEST,Recovery,1
3041008168,Ambluation SpO2 on Recommended O2,C0418.00,A,spo2,,Observation,0,,numeric,%,,,,IP RT OXYGEN/CPAP/NIV,Home Oxygen Evaluation,1
1570631306,Berg Balance Fall Risk,C0010.00,A,fall_risk,,Observation,0,,string,,,,,REHAB OP OBJECTIVE VESTIBULAR EVAL|REHAB OP PT FUNCTIONAL ASSESSMENT BALANCE - BERG|REHAB OP PT FUNCTIONAL ASSESSMENT BALANCE TESTS|REHAB OP PT OBJECTIVE CONCUSSION EVAL|RHB BERG BALANCE TEST NAV,Berg Balance Scale,5
7422600172,SpO2 - Supine #2,C0418.00,A,spo2,,Observation,0,,numeric,%,0,100,,EHC IP PT ORTHOSTATIC VS ORTHO NAV,Orthostatic Vital Signs #2,1
10701000382,Respiratory: Evaluation of Goals Met,C0057.00,A,respiratory_general,,Observation,0,,custom_list,,,,Goal met|Goal not met (Comment),FOUNDATION - ZZ OR INTRAPROCEDURE  NURSING CARE PLAN|FOUNDATION - ZZ OR PERIOP CARE PLAN,Intraprocedure: Potential for Impaired Respiratory Function,2
742022219,MPT Sustained /ah/ After Lidocaine (seconds),C0447.00,A,,,Measurement,0,,numeric,sec,,,,EHC SLP OP LARYNGECTOMY,Insufflation Lidocaine,1
1600400100,Repeat CSSRS,C0157.00,A,suicide_risk,,Observation,0,,string,,,,,ED C-SSRS SCREENING WITH REPEAT TASK,Repeat Suicide Screening,1
2103000224,CUDIT-R Score,C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC AMB CUDIT-R,CUDIT-R,1
1500006548,R Wrist AROM Ulnar Deviation,C0447.00,A,,,Measurement,0,,numeric,,,,,PT WRIST ASSESSMENT,Right Wrist Active Range of Motion,1
1150000096,Separation Differential Pressure <+100 ((Change Symbol) P),C0447.00,A,,,Measurement,0,,numeric,,,,,APHERESIS COMPREHENSIVE,Patient run to be charted q30min (LDL),1
1570631082,Pain Effect on Sleep,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,Does not apply - I have not had any pain or hurting in the past 5 days|Does not apply - I have not had any pain or hurting in the past 5 days|Rarely or not at all|Rarely or not at all|Occasionally|Occasionally|Frequently|Frequently|Almost constantly|Almost constantly|Unable to answer|Unable to answer,EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|RHB IRF ITEMS|SPADE HEALTH CONDITIONS PAIN NAV|T EHC RHB QUALITY INDICATORS BIG NAV,Health Conditions,5
1570770583,Depressed Level of Consciousness,C0055.00,A,consciousness,,Observation,0,,custom_list,,,,Absent or within normal limits|Decreased level of alertness|Decreased level of alertness|Absent or within normal limits|Decreased level of alertness|Decreased level of alertness|Sedation OR slow response to stimuli OR limiting instrumental ADL|Sedation OR slow response to stimuli OR limiting instrumental ADL|Difficult to arouse|Difficult to arouse|Sedation OR slow response to stimuli OR limiting instrumental ADL|Sedation OR slow response to stimuli OR limiting instrumental ADL|Difficult to arouse|Life-threatening consequences OR coma OR urgent intervention indicated|Life-threatening consequences OR coma OR urgent intervention indicated|Difficult to arouse|Life-threatening consequences OR coma OR urgent intervention indicated|Death|Life-threatening consequences OR coma OR urgent intervention indicated|Death|Death|Death,CTCAE V5.00 TOXICITY ASSESSMENT|ONCBCN INFUSION ASSSMENT,Nervous System,2
1120100452,PPP,C0447.00,A,,,Measurement,0,,numeric,,,,,PERFUSION AUTOTRANSFUSION PRP PROCESSING,Processing,1
1570636715,Orientation Comment,C0026.00,A,orientation,,Observation,0,,string,,,,,REHAB OP NEURO COGNITION|REHAB OP NEURO EVAL|REHAB OP PT OBJECTIVE CONCUSSION EVAL,Neuro Cognition,3
1510000315,Scapular Depression Reps/Sets/Weight,C0023.00,A,depression,,Observation,0,,string,,,,,IP REHAB EXERCISES,Shoulder Exercises,1
1510000152,Stool Stretching For Hip Flexion/Adduction Reps/Sets/Hold Time,C0021.00,A,stool,,Observation,0,,string,,,,,IP REHAB EXERCISES,Hip Exercises,1
3042400057,FiO2,C0447.00,A,,,Measurement,0,,numeric,,0,1,,EHC IP RT AND HSPC NURSE HANDOFF,Handoff Type,1
11847,Train of Four Count,C0032.00,A,train_of_four,,Observation,0,,numeric,,,,,AN VITALS MONITORING FOR BOTTOM GRID,TwitchView,1
1570631446,Left Knee Extension Active Range of Motion,C0447.00,A,,,Measurement,0,,numeric,,-360,360,,REHAB OP KNEE EVAL|REHAB OP PT OBJECTIVE KNEE RANGE OF MOTION,Left Knee Extension Range of Motion,2
1570637755,Sitting Average Maximum Contraction (mV),C0066.00,A,contraction,,Observation,0,,string,,,,,REHAB OP PELVIC FLOOR OBJECTIVE EMG TESTING|REHAB OP PELVIC FLOOR OBJECTIVE EVAL,Sitting EMG Testing,2
742021033,Stability of Heart Rate,C0078.00,A,heart_rate,,Observation,0,,custom_list,,,,"Stable, remains close to pre-feeding level|Occasional dips 20% below pre-feeding|Frequent dips 20% below pre-feeding",EHC SLP EARLY FEEDING SKILLS ASSESSMENT,Ability to Maintain Physiologic Stability,1
3040109337,Respiratory Effort,C0057.00,A,respiratory_general,,Observation,0,,custom_list,,,,Labored|Unlabored,IP INFANT/NICU ASSESSMENT|IP OB NEWBORN ASSESSMENT|IP PEDS/PICU ASSESSMENT|NICU CODE PRIMARY ASSESSMENT NAV|OR PACU PEDIATRIC FLOWSHEET|ROVER RT BASIC ASSESSMENT + SONNET,Assessment|Respiratory,6
1180101432,Right Ventricle Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Ventricle Extended Pressure Measurements,1
1180101795,Atrium Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1500006834,Stand on Left Leg Trial 1 (sec),C0447.00,A,,,Measurement,0,,numeric,sec,,,,BESTEST - BALANCE EVALUATION SYSTEMS TEST|MINI BESTEST - MINI BALANCE EVALUATION SYSTEMS TEST|T EHC OP PT FUNCTIONAL MOBILITY ASSESSMENTS NAV|T EHC OP PT NEURO ORTHO TEMPLATE,Anticipatory,4
3040109614,B. Weight Loss During the Last 3 Months,C0131.00,A,weight,,Observation,0,,custom_list,,,,Weight loss greater than 3 kg (6.6 lbs)|Does not know|Weight loss between 1 and 3 kg (2.2 and 6.6 lbs)|No weight loss,AMB GER ASSESSMENT|CV TAVR EVALUATION|OR PAT TRIAGE QUESTIONNAIRE,Mini Nutritional Assessment/Screening (Adults 65 and Older),3
7420,BMI >40,C0051.00,A,bmi,,Observation,0,,custom_list,,,,Yes|No,OBGYN THROMBOPROPHYLAXIS RISK ASSESSMENT,Thromboprophylaxis Risk Assessment,1
304000513,"Time Frame (Toileting Goal 2, OT-IRF)",C0064.00,A,toileting,,Observation,0,,custom_list,,,,short-term goal (STG)|short-term goal (STG)|long-term goal (LTG)|long-term goal (LTG)|1 day|1 day|2 days|2 days|2-3 days|2-3 days|3 days|3 days|4 days|4 days|3 - 5 days|3 - 5 days|5 days|5 days|5 - 7 days|5 - 7 days|1 week|1 week|2 weeks|2 weeks|14 days or less|14 days or less|3 weeks|3 weeks|21 days or less|21 days or less|30 days or less|30 days or less|4 weeks|4 weeks|5 weeks|5 weeks|6 weeks|6 weeks|by discharge|by discharge|other (see comments)|other (see comments),CPM S24 IRF GOAL SUMMARY|ZZZ CPM S21 IRF GOAL SUMMARY,Toileting Goal 2 (OT-IRF),2
25889,Skin problems,C0447.00,A,,,Measurement,0,,numeric,,,,,T ONC EORTC QLQ-H&N43,Symptom Scores (A score of >/= 67 equals Quite a Bit to Very Much. Increase of 10 or more is clinically meaningful),1
11388,Breathiness Score,C0447.00,A,,,Measurement,0,,numeric,,,100,,T RHB CAPE-V,CAPE-V,1
7420304656,"17. Compared to before the dizziness, I need to hold on to something for support",C0024.00,A,dizziness,,Observation,0,,custom_list,,,,A lot more|Quite a bit more|A little bit more|Same as before|A little bit less|Quite a bit less|A lot less,T EHC PT OP VESTIBULAR EVAL|T EHC RHB VRBQ,Vestibular Rehab Benefit Questionnaire,2
304000750,"Progress/Outcomes (Oral Nutrition/Hydration Goal 2, SLP-IRF)",C0053.00,A,braden,,Observation,0,,custom_list,,,,good progress toward goal|good progress toward goal|continuing progress toward goal|continuing progress toward goal|progress slower than expected|progress slower than expected|unable to make needed progress|unable to make needed progress|medical status inhibiting progress|medical status inhibiting progress|goal met|goal met|goal partially met|goal partially met|goal not met|goal not met|goal no longer appropriate|goal no longer appropriate|goal revised this date|goal revised this date|goal ongoing|goal ongoing|transferred to acute care setting|transferred to acute care setting|discharged from facility|discharged from facility|medical status inhibited participation|medical status inhibited participation|other (see comments)|other (see comments),CPM S24 IRF GOAL SUMMARY|ZZZ CPM S21 IRF GOAL SUMMARY,Oral Nutrition/Hydration Goal 2 (SLP-IRF),2
3040100220,Capillary Refill,C0046.00,A,capillary_refill,,Observation,0,,custom_list,,,,Greater than 2 seconds (All extremities)|Less than/equal to 2 seconds (All extremities)|Brisk|Sluggish|Other (Comment),ASC BASIC ASSESSMENT NAV|ED PEDS ASSESS CARDIAC NAV|ED PRIMARY ASSESSMENT|ED PRIMARY ASSESSMENT PEDS|ED TRAUMA ASSESSMENT SIDEBAR|ED TRAUMA SECONDARY ASSESSMENT|ED TRIAGE EXTREMITY INJURY NAV|EHC IP BASIC ASSESSMENT|EHC IP POST PROCEDURE|IP BASIC ASSESSMENT|IP BH HEAD TO TOE ASSESSMENT|IP CVICU COMPLEX ASSESSMENT|IP DIALYSIS ASSESSMENT|IP DISASTER ASSESSMENT|IP ICU COMPLEX ASSESSMENT|IP INFANT/NICU ASSESSMENT|IP NEURO ICU COMPLEX ASSESSMENT|IP OB NEWBORN ASSESSMENT|IP PALLIATIVE CARE ASSESSMENT|IP PEDS/PICU ASSESSMENT|IP VASCULAR DISASTER NAV|LTC BASIC ASSESSMENT|NICU CODE PRIMARY ASSESSMENT NAV|OB NAR ASSESSMENT MATERNAL|OB PHYSICAL ASSESSMENT NAV|ONCBCN INFUSION ASSSMENT|OR PACU FLOWSHEET|OR PACU PEDIATRIC FLOWSHEET|OR PEDS ENDO ASSESSMENT|T EHC ACUTE STROKE FLOWSHEET|WOUND CARE PERIPHERAL VASCULAR AND EDEMA NAV|WOUND CARE SCREENINGS,Cardiac|Cardiovascular|Circulation|Extremity Injury HPI|Peripheral Vascular|Peripheral Vascular Short|Secondary Circulation,32
21093,Ambulation in Hallway Details,C0036.00,A,ambulation,,Observation,0,,string,,,,,T EHC PT PELVIC FLOOR TREATMENT|T EHC PT PELVIC FLOOR TREATMENT TREATMENT NAV,Gait Training,2
304911052,3) Mild Cognitive Decline (Early Confusion),C0040.00,A,cognition,,Observation,0,,custom_list,,,,Memory loss is evident on testing|Decreased ability to remember names of new people|Family members are aware of memory problems|Associated concern or denial by resident,T EHC SW GLOBAL DETERIORATION SCALE FOR DEMENTIA,Clinical Characteristics,1
16555,Reflexes,C0100.00,A,reflex,,Observation,0,,custom_list,,,,Yes,EHC IP PT PELVIC FLOOR EVAL|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT SENSATION REFLEXES NAV|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR EVAL FULL BODY NAV,Reflexes,5
1180147450,PDA pO2,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV HEMODYNAMIC,O2 Sat Measurements,1
16862,#2 Timothy Grass (W/F in millimeters),C0447.00,A,,,Measurement,0,,numeric,,,,,AMB ALG ALLERGY TESTING|AMB ALG INTRADERMAL TESTING,Panel B Intra,2
160231501,Patient Position,C0235.00,A,body_position,,Observation,0,,custom_list,,,,Driver|Passenger-front|Passenger-rear,ED TRAUMA MECHANISM OF INJURY,Blunt: Motor Vehicle,1
7422301008,Self-Care/Home Management 5,C0013.00,A,self_care,,Observation,0,,string,,,,,EHC IP OT THERAPEUTIC ACTIVITY ORTHO NAV|EHC OT RETIRED FLOWSHEET CONTENT|EHC RHB IP OT TREATMENT|EHC T THERAPEUTIC ACTIVITY|RHB OP PT TREATMENT,Self-Care/Home Management,5
1180147721,SHNT O2 Sat,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV HEMODYNAMIC,O2 Sat Measurements,1
12842,MMRC Dyspnea Scale,C0048.00,A,dyspnea,,Observation,0,,custom_list,,,,"MMRC 0: Dyspneic on strenuous exercise|MMRC 1: Dyspneic on walking a slight hill|MMRC 2: Dyspneic on walking level ground, must stop occasionally due to breathlessness|MMRC 3: Must stop for breathlessness after walking 100 yards or after a few minutes|MMRC 4: Cannot leave house, breathless on dressing/undressing",T EHC AMB PUL RHB BODE INDEX,BODE Index,1
