source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,omop_domain
1180101507,Proximal Right Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101508,Proximal Right Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101509,Proximal Right Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101510,Proximal Right Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101511,Proximal Right Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101512,Descending Left Pulmonary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101513,Descending Left Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101514,Descending Left Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101515,Descending Left Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101516,Descending Left Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101517,Descending Left Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101518,Proximal Left Pulmonary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101519,Proximal Left Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101520,Proximal Left Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101521,Proximal Left Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101522,Proximal Left Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101523,Proximal Left Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101524,Left Lower Pulmonary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101525,Left Lower Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101526,Left Lower Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101527,Left Lower Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101528,Left Lower Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101529,Left Lower Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101530,Descending Right Pulmonary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101531,Descending Right Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101532,Descending Right Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101533,Descending Right Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101534,Descending Right Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101535,Descending Right Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101536,Proximal Main Pulmonary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101537,Proximal Main Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101538,Proximal Main Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101539,Proximal Main Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101540,Proximal Main Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101541,Proximal Main Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101542,Distal Main Pulmonary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101543,Distal Main Pulmonary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101544,Distal Main Pulmonary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101545,Distal Main Pulmonary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101546,Distal Main Pulmonary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101547,Distal Main Pulmonary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101548,Pulmonary Artery Pullback Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101549,Pulmonary Artery Pullback Extended Systolic Pressure,C0447.00,A,,Measurement
1180101550,Pulmonary Artery Pullback Extended Mean Pressure,C0447.00,A,,Measurement
1180101551,Pulmonary Artery Pullback Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101552,Pulmonary Artery Pullback Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101553,Pulmonary Artery Pullback Extended EDP Pressure,C0447.00,A,,Measurement
1180101554,Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101555,Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101556,Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101557,Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101558,Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101559,Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101560,Right Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101561,Right Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101562,Right Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101563,Right Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101564,Right Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101565,Right Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101566,Left Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101567,Left Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101568,Left Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101569,Left Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101570,Left Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101571,Left Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101572,Left Lower Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101573,Left Lower Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101574,Left Lower Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101575,Left Lower Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101576,Left Lower Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101577,Left Lower Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101578,Right Lower Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101579,Right Lower Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101580,Right Lower Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101581,Right Lower Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101582,Right Lower Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101583,Right Lower Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101584,Left Upper Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101585,Left Upper Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101586,Left Upper Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101587,Left Upper Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101588,Left Upper Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101589,Left Upper Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101590,Right Upper Pulmonary Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101591,Right Upper Pulmonary Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101592,Right Upper Pulmonary Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101593,Right Upper Pulmonary Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101594,Right Upper Pulmonary Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101595,Right Upper Pulmonary Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101596,Pulmonary Venous Wedge Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101597,Pulmonary Venous Wedge Extended Systolic Pressure,C0447.00,A,,Measurement
1180101598,Pulmonary Venous Wedge Extended Mean Pressure,C0447.00,A,,Measurement
1180101599,Pulmonary Venous Wedge Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101600,Pulmonary Venous Wedge Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101601,Pulmonary Venous Wedge Extended EDP Pressure,C0447.00,A,,Measurement
1180101602,Pulmonary Wedge Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101603,Pulmonary Wedge Extended Systolic Pressure,C0447.00,A,,Measurement
1180101604,Pulmonary Wedge Extended Mean Pressure,C0447.00,A,,Measurement
1180101605,Pulmonary Wedge Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101606,Pulmonary Wedge Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101607,Pulmonary Wedge Extended EDP Pressure,C0447.00,A,,Measurement
1180101608,Right Pulmonary Wedge Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101609,Right Pulmonary Wedge Extended Systolic Pressure,C0447.00,A,,Measurement
1180101610,Right Pulmonary Wedge Extended Mean Pressure,C0447.00,A,,Measurement
1180101611,Right Pulmonary Wedge Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101612,Right Pulmonary Wedge Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101613,Right Pulmonary Wedge Extended EDP Pressure,C0447.00,A,,Measurement
1180101614,Left Pulmonary Wedge Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101615,Left Pulmonary Wedge Extended Systolic Pressure,C0447.00,A,,Measurement
1180101616,Left Pulmonary Wedge Extended Mean Pressure,C0447.00,A,,Measurement
1180101617,Left Pulmonary Wedge Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101618,Left Pulmonary Wedge Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101619,Left Pulmonary Wedge Extended EDP Pressure,C0447.00,A,,Measurement
1180101620,Pulmonary Wedge Pullback Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101621,Pulmonary Wedge Pullback Extended Systolic Pressure,C0447.00,A,,Measurement
1180101622,Pulmonary Wedge Pullback Extended Mean Pressure,C0447.00,A,,Measurement
1180101623,Pulmonary Wedge Pullback Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101624,Pulmonary Wedge Pullback Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101625,Pulmonary Wedge Pullback Extended EDP Pressure,C0447.00,A,,Measurement
1180101626,Left Atrium Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101627,Left Atrium Extended Systolic Pressure,C0447.00,A,,Measurement
1180101628,Left Atrium Extended Mean Pressure,C0447.00,A,,Measurement
1180101629,Left Atrium Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101630,Left Atrium Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101631,Left Atrium Extended EDP Pressure,C0447.00,A,,Measurement
1180101632,High Left Atrium Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101633,High Left Atrium Extended Systolic Pressure,C0447.00,A,,Measurement
1180101634,High Left Atrium Extended Mean Pressure,C0447.00,A,,Measurement
1180101635,High Left Atrium Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101636,High Left Atrium Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101637,High Left Atrium Extended EDP Pressure,C0447.00,A,,Measurement
1180101638,Low Left Atrium Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101639,Low Left Atrium Extended Systolic Pressure,C0447.00,A,,Measurement
1180101640,Low Left Atrium Extended Mean Pressure,C0447.00,A,,Measurement
1180101641,Low Left Atrium Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101642,Low Left Atrium Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101643,Low Left Atrium Extended EDP Pressure,C0447.00,A,,Measurement
1180101644,Inferior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101645,Inferior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101646,Inferior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101647,Inferior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101648,Inferior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101649,Inferior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101650,High Inferior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101651,High Inferior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101652,High Inferior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101653,High Inferior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101654,High Inferior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101655,High Inferior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101656,Main Inferior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101657,Main Inferior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101658,Main Inferior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101659,Main Inferior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101660,Main Inferior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101661,Main Inferior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101662,Low Inferior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101663,Low Inferior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101664,Low Inferior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101665,Low Inferior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101666,Low Inferior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101667,Low Inferior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101668,Superior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101669,Superior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101670,Superior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101671,Superior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101672,Superior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101673,Superior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101674,High Superior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101675,High Superior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101676,High Superior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101677,High Superior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101678,High Superior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101679,High Superior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101680,Main Superior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101681,Main Superior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101682,Main Superior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101683,Main Superior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101684,Main Superior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101685,Main Superior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101686,Left Superior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101687,Left Superior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101688,Left Superior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101689,Left Superior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101690,Left Superior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101691,Left Superior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101692,Right Superior Vena Cava Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101693,Right Superior Vena Cava Extended Systolic Pressure,C0447.00,A,,Measurement
1180101694,Right Superior Vena Cava Extended Mean Pressure,C0447.00,A,,Measurement
1180101695,Right Superior Vena Cava Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101696,Right Superior Vena Cava Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101697,Right Superior Vena Cava Extended EDP Pressure,C0447.00,A,,Measurement
1180101698,Right Arterial Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101699,Right Arterial Extended Systolic Pressure,C0447.00,A,,Measurement
1180101700,Right Arterial Extended Mean Pressure,C0447.00,A,,Measurement
1180101701,Right Arterial Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101702,Right Arterial Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101703,Right Arterial Extended EDP Pressure,C0447.00,A,,Measurement
1180101704,Venous Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101705,Venous Extended Systolic Pressure,C0447.00,A,,Measurement
1180101706,Venous Extended Mean Pressure,C0447.00,A,,Measurement
1180101707,Venous Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101708,Venous Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101709,Venous Extended EDP Pressure,C0447.00,A,,Measurement
1180101710,Systolic Venous Pressure Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101711,Systolic Venous Pressure Extended Systolic Pressure,C0447.00,A,,Measurement
1180101712,Systolic Venous Pressure Extended Mean Pressure,C0447.00,A,,Measurement
1180101713,Systolic Venous Pressure Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101714,Systolic Venous Pressure Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101715,Systolic Venous Pressure Extended EDP Pressure,C0447.00,A,,Measurement
1180101716,Glen Pressure Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101717,Glen Pressure Extended Systolic Pressure,C0447.00,A,,Measurement
1180101718,Glen Pressure Extended Mean Pressure,C0447.00,A,,Measurement
1180101719,Glen Pressure Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101720,Glen Pressure Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101721,Glen Pressure Extended EDP Pressure,C0447.00,A,,Measurement
1180101722,Blalock Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101723,Blalock Extended Systolic Pressure,C0447.00,A,,Measurement
1180101724,Blalock Extended Mean Pressure,C0447.00,A,,Measurement
1180101725,Blalock Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101726,Blalock Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101727,Blalock Extended EDP Pressure,C0447.00,A,,Measurement
1180101728,Ventricular Venous Pressure Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101729,Ventricular Venous Pressure Extended Systolic Pressure,C0447.00,A,,Measurement
1180101730,Ventricular Venous Pressure Extended Mean Pressure,C0447.00,A,,Measurement
1180101731,Ventricular Venous Pressure Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101732,Ventricular Venous Pressure Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101733,Ventricular Venous Pressure Extended EDP Pressure,C0447.00,A,,Measurement
1180101734,Common Venous Pressure Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101735,Common Venous Pressure Extended Systolic Pressure,C0447.00,A,,Measurement
1180101736,Common Venous Pressure Extended Mean Pressure,C0447.00,A,,Measurement
1180101737,Common Venous Pressure Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101738,Common Venous Pressure Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101739,Common Venous Pressure Extended EDP Pressure,C0447.00,A,,Measurement
1180101740,Coronary Sinus Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101741,Coronary Sinus Extended Systolic Pressure,C0447.00,A,,Measurement
1180101742,Coronary Sinus Extended Mean Pressure,C0447.00,A,,Measurement
1180101743,Coronary Sinus Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101744,Coronary Sinus Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101745,Coronary Sinus Extended EDP Pressure,C0447.00,A,,Measurement
1180101746,Uterine Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101747,Uterine Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101748,Uterine Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101749,Uterine Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101750,Uterine Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101751,Uterine Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101752,Uterine Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101753,Uterine Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101754,Uterine Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101755,Uterine Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101756,Uterine Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101757,Uterine Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101758,Cuff Pressure Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101759,Cuff Pressure Extended Systolic Pressure,C0447.00,A,,Measurement
1180101760,Cuff Pressure Extended Mean Pressure,C0447.00,A,,Measurement
1180101761,Cuff Pressure Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101762,Cuff Pressure Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101763,Cuff Pressure Extended EDP Pressure,C0447.00,A,,Measurement
1180101764,Innominate Vein Pressure Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101765,Innominate Vein Pressure Extended Systolic Pressure,C0447.00,A,,Measurement
1180101766,Innominate Vein Pressure Extended Mean Pressure,C0447.00,A,,Measurement
1180101767,Innominate Vein Pressure Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101768,Innominate Vein Pressure Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101769,Innominate Vein Pressure Extended EDP Pressure,C0447.00,A,,Measurement
1180101770,Arterial Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101771,Arterial Extended Systolic Pressure,C0447.00,A,,Measurement
1180101772,Arterial Extended Mean Pressure,C0447.00,A,,Measurement
1180101773,Arterial Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101774,Arterial Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101775,Arterial Extended EDP Pressure,C0447.00,A,,Measurement
1180101776,Subcutaneous Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101777,Subcutaneous Extended Systolic Pressure,C0447.00,A,,Measurement
1180101778,Subcutaneous Extended Mean Pressure,C0447.00,A,,Measurement
1180101779,Subcutaneous Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101780,Subcutaneous Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101781,Subcutaneous Extended EDP Pressure,C0447.00,A,,Measurement
1180101782,Saturation of Oxygen Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101783,Saturation of Oxygen Extended Systolic Pressure,C0447.00,A,,Measurement
1180101784,Saturation of Oxygen Extended Mean Pressure,C0447.00,A,,Measurement
1180101785,Saturation of Oxygen Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101786,Saturation of Oxygen Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101787,Saturation of Oxygen Extended EDP Pressure,C0447.00,A,,Measurement
1180101788,Ventricle Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101789,Ventricle Extended Systolic Pressure,C0447.00,A,,Measurement
1180101790,Ventricle Extended Mean Pressure,C0447.00,A,,Measurement
1180101791,Ventricle Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101792,Ventricle Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101793,Ventricle Extended EDP Pressure,C0447.00,A,,Measurement
1180101794,Atrium Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101795,Atrium Extended Systolic Pressure,C0447.00,A,,Measurement
1180101796,Atrium Extended Mean Pressure,C0447.00,A,,Measurement
1180101797,Atrium Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101798,Atrium Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101799,Atrium Extended EDP Pressure,C0447.00,A,,Measurement
1180101800,Hepatic Vein Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101801,Hepatic Vein Extended Systolic Pressure,C0447.00,A,,Measurement
1180101802,Hepatic Vein Extended Mean Pressure,C0447.00,A,,Measurement
1180101803,Hepatic Vein Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101804,Hepatic Vein Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101805,Hepatic Vein Extended EDP Pressure,C0447.00,A,,Measurement
1180101806,Right Internal Jugular Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101807,Right Internal Jugular Extended Systolic Pressure,C0447.00,A,,Measurement
1180101808,Right Internal Jugular Extended Mean Pressure,C0447.00,A,,Measurement
1180101809,Right Internal Jugular Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101810,Right Internal Jugular Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101811,Right Internal Jugular Extended EDP Pressure,C0447.00,A,,Measurement
1180101812,Left Coronary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101813,Left Coronary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101814,Left Coronary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101815,Left Coronary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101816,Left Coronary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101817,Left Coronary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101818,Right Coronary Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101819,Right Coronary Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101820,Right Coronary Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101821,Right Coronary Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101822,Right Coronary Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101823,Right Coronary Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101824,O2 Difference PV-SV Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101825,O2 Difference PV-SV Extended Systolic Pressure,C0447.00,A,,Measurement
1180101826,O2 Difference PV-SV Extended Mean Pressure,C0447.00,A,,Measurement
1180101827,O2 Difference PV-SV Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101828,O2 Difference PV-SV Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101829,O2 Difference PV-SV Extended EDP Pressure,C0447.00,A,,Measurement
1180101830,Azygos Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101831,Azygos Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101832,Azygos Artery Extended Mean Pressure,C0447.00,A,,Measurement
1180101833,Azygos Artery Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101834,Azygos Artery Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101835,Azygos Artery Extended EDP Pressure,C0447.00,A,,Measurement
1180101836,Pulmonary Trunk Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101837,Pulmonary Trunk Extended Systolic Pressure,C0447.00,A,,Measurement
1180101838,Pulmonary Trunk Extended Mean Pressure,C0447.00,A,,Measurement
1180101839,Pulmonary Trunk Extended A WAVE Pressure,C0447.00,A,,Measurement
1180101840,Pulmonary Trunk Extended V WAVE Pressure,C0447.00,A,,Measurement
1180101841,Pulmonary Trunk Extended EDP Pressure,C0447.00,A,,Measurement
1180101842,Innominate Artery Extended Diastolic Pressure,C0447.00,A,,Measurement
1180101843,Innominate Artery Extended Systolic Pressure,C0447.00,A,,Measurement
1180101844,Innominate Artery Extended Mean Pressure,C0447.00,A,,Measurement
