source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,omop_domain
24561,Enter vancomycin dose (mg),C0447.00,A,,Measurement
24564,Predicted AUC 24hr (mg·hr/L),C0078.00,A,heart_rate,Observation
24688,Approximately how many days per week does he/she not think about their bleeding disorder?,C0447.00,A,,Measurement
24753,How many of these right-knee hemarthrosis were spontaneous?,C0447.00,A,,Measurement
24754,How many of these right-knee hemarthrosis were treated?,C0447.00,A,,Measurement
24755,How many of these left-knee hemarthrosis were spontaneous?,C0447.00,A,,Measurement
24756,How many of these left-knee hemarthrosis were treated?,C0447.00,A,,Measurement
24757,How many of these right-elbow hemarthrosis were spontaneous?,C0447.00,A,,Measurement
24758,How many of these right-elbow hemarthrosis were treated?,C0447.00,A,,Measurement
24759,How many of these left-elbow hemarthrosis were spontaneous?,C0447.00,A,,Measurement
24760,How many of these left-elbow hemarthrosis were treated?,C0447.00,A,,Measurement
24761,How many of these right-ankle hemarthrosis were spontaneous?,C0447.00,A,,Measurement
24762,How many of these right-ankle hemarthrosis were traumatic?,C0447.00,A,,Measurement
24764,How many of these left-ankle hemarthroses were spontaneous?,C0447.00,A,,Measurement
24765,How many of these left-ankle hemarthrosIs were traumatic?,C0447.00,A,,Measurement
24766,"Among these hemarthroses of the other joint(s), how many were traumatic?",C0447.00,A,,Measurement
24767,"Among these hemarthrosis of the other joint(s), how many were spontaneous?",C0447.00,A,,Measurement
24768,Number of spontaneous joint bleeds (ASJBR) per year,C0447.00,A,,Measurement
24833,Gynecological (WDL),C0335.00,A,wdl_screening,Observation
24858,Does the patient have a diagnosis of Sleep Apnea?,C0097.00,A,apnea,Observation
24908,Total Score,C0447.00,A,,Measurement
24978,Wender Utah Rating Scale Score,C0447.00,A,,Measurement
24996,Zarit Burden Interview Score,C0447.00,A,,Measurement
2500000041,Vital Capacity (L),C0447.00,A,,Measurement
2500000042,Tidal Volume (calc) (L),C0447.00,A,,Measurement
2500000043,Negative Inspiratory Force (NIF),C0447.00,A,,Measurement
2500000044,Spontaneous Minute Volume (L),C0447.00,A,,Measurement
2500000049,Heliox Tank Pressure (psi),C0447.00,A,,Measurement
2500000050,Heliox Flow Rate (L/min),C0447.00,A,,Measurement
2500000072,$ Epoprostenol Initial Hr,C0078.00,A,heart_rate,Observation
2500120001,$ Epoprostenol Subsequent Hrs,C0447.00,A,,Measurement
250025,O2 Delivery Device,C0029.00,A,o2_delivery,Observation
250026,O2 Flow Rate (L/min),C0447.00,A,,Measurement
25016,How many times do you typically wake up at night?,C0447.00,A,,Measurement
25045,Fatigue,C0025.00,A,fatigue,Observation
25048,Irritability / Depression,C0023.00,A,depression,Observation
25049,Memory impairment / Inability to concentrate,C0027.00,A,memory,Observation
25052,"Pain which delays, prevents, or awakens me from sleep",C0101.00,A,pain_general,Observation
25060,How much caffeinated coffee do you drink per day? Answer in cups.,C0447.00,A,,Measurement
25061,How much caffeinated tea (hot or iced) do you drink per day? Answer in cups/glasses.,C0447.00,A,,Measurement
25062,How much caffeinated soda and/or energy drinks do you drink per day? Answer in cans.,C0447.00,A,,Measurement
25067,At what age did your sleepiness begin? Answer in years.,C0447.00,A,,Measurement
25068,How many hours of sleep do you get each week including naps and weekends? Answer in hours.,C0447.00,A,,Measurement
25069,How many hours of sleep do you feel that you need to feel rested? Answer in hours.,C0447.00,A,,Measurement
25070,What is the longest that you’ve ever slept continuously at one time? Answer in hours.,C0447.00,A,,Measurement
25072,How many alarm clocks do you use?,C0447.00,A,,Measurement
25075,How many times a week are you late for school or work?,C0447.00,A,,Measurement
25103,Total Score,C0447.00,A,,Measurement
25112,Exercise brings on my fatigue,C0025.00,A,fatigue,Observation
25114,Fatigue interfered with my physical functioning,C0025.00,A,fatigue,Observation
25115,Fatigue causes frequent problems for me,C0025.00,A,fatigue,Observation
25116,My fatigue prevents sustained physical functioning,C0025.00,A,fatigue,Observation
25117,Fatigue interferes with carrying out certain duties and responsibilities,C0025.00,A,fatigue,Observation
25118,Fatigue is among my three most disabling symptoms,C0025.00,A,fatigue,Observation
25119,"Fatigue interferes with my work, family, or social life",C0025.00,A,fatigue,Observation
25120,Total Score,C0447.00,A,,Measurement
25141,Total Score,C0447.00,A,,Measurement
25153,Notice that it is difficult to keep your balance?,C0037.00,A,balance,Observation
25165,How long does it take you to 'come to' in the morning (in minutes)?,C0447.00,A,,Measurement
25166,How many days per week is this the case?,C0447.00,A,,Measurement
25167,Total Score,C0447.00,A,,Measurement
25175,"To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g., daytime fatigue, ability to function at work/daily chores, concentration, memory, mood, etc.)?",C0027.00,A,memory,Observation
25180,Total Score,C0447.00,A,,Measurement
25191,"Do you consider that your hypersomnolence has an impact on your general health (i.e. lack of energy, no motivation to do things, physical fatigue on exertion, decrease in physical fitness)?",C0025.00,A,fatigue,Observation
25192,"Do you consider that your hypersomnolence is a problem in terms of your proper intellectual functioning (i.e. problems with concentration, memory problems, decrease in your intellectual performance)?",C0027.00,A,memory,Observation
25193,"Do you consider that your hypersomnolence affects your mood (for example sadness, anxiety, hypersensitivity, irritability)?",C0068.00,A,anxiety,Observation
25196,Total Score,C0447.00,A,,Measurement
25252,"To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g. daytime fatigue, mood, ability to function at work/daily chores, concentration, memory, mood, etc.) CURRENTLY?",C0027.00,A,memory,Observation
25253,Total Score,C0447.00,A,,Measurement
2533,Volume (mL),C0447.00,A,,Measurement
25333,I have difficulty paying attention or concentrating when I need to.,C0079.00,A,attention,Observation
2535,Dose (mg/kg/hr) Lorazepam,C0078.00,A,heart_rate,Observation
25361,"I am afraid of being overweight, and I try not to gain weight.",C0131.00,A,weight,Observation
25367,It is hard for me to pay attention or concentrate when I need to.,C0079.00,A,attention,Observation
25404,My child has difficulty paying attention or concentrating when he/she needs to.,C0079.00,A,attention,Observation
2541,Dose (mg/hr) Morphine,C0078.00,A,heart_rate,Observation
25412,Pain score,C0247.00,A,pain_score,Observation
25416,Number of Episodes of Hematuria,C0447.00,A,,Measurement
25417,Number of GI bleeding episodes,C0447.00,A,,Measurement
2544,Dose (mg/kg/hr) Morphine,C0078.00,A,heart_rate,Observation
25453,I crave attention.,C0079.00,A,attention,Observation
25460,Total/Partial Raw Score,C0447.00,A,,Measurement
2548,Dose (units/kg/hr) Vasopressin,C0078.00,A,heart_rate,Observation
2549,Dose (units/hr) Vasopressin,C0078.00,A,heart_rate,Observation
25525,"Have you ever lived with a parent/caregiver who had mental health issues? (for example, depression, schizophrenia, bipolar disorder, PTSD, or an anxiety disorder)",C0068.00,A,anxiety,Observation
25535,"Have you experienced discrimination? (for example, being hassled or made to feel inferior or excluded because of their race, ethnicity, gender identity, sexual orientation, religion, learning differences, or disabilities)",C0026.00,A,orientation,Observation
25543,How many “Yes” did you answer in Part 1?,C0447.00,A,,Measurement
25544,How many “Yes” did you answer in Part 2?,C0447.00,A,,Measurement
25549,"Poor appetite, weight loss, or overeating?",C0131.00,A,weight,Observation
25559,Total Score,C0447.00,A,,Measurement
25561,Speech,C0075.00,A,speech,Observation
25562,Swallowing,C0067.00,A,swallowing,Observation
25573,Total Score Part I:,C0447.00,A,,Measurement
25576,Speech,C0075.00,A,speech,Observation
25578,Tremor at rest (rate the most affected limb),C0011.00,A,tremor,Observation
25579,Action tremor,C0011.00,A,tremor,Observation
25588,Gait,C0049.00,A,gait,Observation
25589,Total Score Part II:,C0447.00,A,,Measurement
25593,Presence of pain(s),C0101.00,A,pain_general,Observation
25595,Does the pain keep you from doing things that are important to you?,C0101.00,A,pain_general,Observation
25596,What important things does the pain keep you from doing?,C0101.00,A,pain_general,Observation
25597,What is the pain management regimen?,C0101.00,A,pain_general,Observation
25626,Have you had pain?,C0101.00,A,pain_general,Observation
25637,Did pain interfere with your daily activities?,C0101.00,A,pain_general,Observation
25658,Have you had pain in your jaw?,C0101.00,A,pain_general,Observation
25661,Have you had problems swallowing liquids?,C0067.00,A,swallowing,Observation
25662,Have you had problems swallowing pureed food?,C0067.00,A,swallowing,Observation
25663,Have you had problems swallowing solid food?,C0067.00,A,swallowing,Observation
25664,Have you choked when swallowing?,C0067.00,A,swallowing,Observation
25689,Have you had pain in your shoulder?,C0101.00,A,pain_general,Observation
25694,Have you worried that your weight is too low?,C0131.00,A,weight,Observation
25729,At a maintenance dose of (mg),C0447.00,A,,Measurement
25732,"Which statement best describes how pain, loss of motion or weakness due to joint disease affects the patient’s current overall activity level.",C0101.00,A,pain_general,Observation
25809,Dose Today (MJ),C0447.00,A,,Measurement
25810,Cumulative Dose (MJ),C0447.00,A,,Measurement
25841,Hands Dose Today (MJ),C0447.00,A,,Measurement
25844,Feet Dose Today (MJ),C0447.00,A,,Measurement
25851,Dose Today (MJ),C0447.00,A,,Measurement
25855,Global Health Score,C0447.00,A,,Measurement
25857,Physical Functioning,C0447.00,A,,Measurement
25858,Role Functioning,C0447.00,A,,Measurement
25860,Emotional Functioning,C0447.00,A,,Measurement
25861,Cognitive Functioning,C0040.00,A,cognition,Observation
25862,Social Functioning,C0447.00,A,,Measurement
25864,Fatigue,C0025.00,A,fatigue,Observation
25865,Nausea and Vomiting,C0054.00,A,nausea,Observation
25866,Pain,C0101.00,A,pain_general,Observation
25867,Dyspnoea,C0447.00,A,,Measurement
25869,Insomnia,C0447.00,A,,Measurement
25870,Appetite Loss,C0447.00,A,,Measurement
25871,Constipation,C0447.00,A,,Measurement
25872,Diarrhea,C0447.00,A,,Measurement
25873,Financial Difficulties,C0447.00,A,,Measurement
25876,Swallowing,C0067.00,A,swallowing,Observation
25877,Problems with teeth,C0447.00,A,,Measurement
25878,Dry mouth and sticky saliva,C0447.00,A,,Measurement
25879,Problems with senses,C0447.00,A,,Measurement
25884,Speech,C0075.00,A,speech,Observation
25885,Body image,C0447.00,A,,Measurement
25886,Social eating,C0447.00,A,,Measurement
25887,Sexuality,C0447.00,A,,Measurement
25888,Problems with shoulder,C0447.00,A,,Measurement
25889,Skin problems,C0447.00,A,,Measurement
25890,Fear of progression,C0447.00,A,,Measurement
25901,9. How would you rate your fatigue on average?,C0025.00,A,fatigue,Observation
25902,10. How would you rate your pain on average?,C0101.00,A,pain_general,Observation
25903,Problems opening mouth,C0447.00,A,,Measurement
25904,Coughing,C0447.00,A,,Measurement
25905,Social contact,C0447.00,A,,Measurement
25906,Swelling in the neck,C0447.00,A,,Measurement
25907,Weight loss,C0131.00,A,weight,Observation
25909,Neurological problems,C0447.00,A,,Measurement
25914,1. Memory and Recall,C0027.00,A,memory,Observation
25915,2. Orientation,C0026.00,A,orientation,Observation
25920,6. Toileting and personal hygiene,C0064.00,A,toileting,Observation
25924,10. Attention and concentration,C0079.00,A,attention,Observation
25925,Total QDRS Score,C0447.00,A,,Measurement
25927,1. Memory and recall,C0027.00,A,memory,Observation
25928,2. Orientation,C0026.00,A,orientation,Observation
25932,6. Toileting and personal hygiene,C0064.00,A,toileting,Observation
25936,10. Attention and concentration,C0079.00,A,attention,Observation
25937,Total QDRS Score,C0447.00,A,,Measurement
25970,Total Score,C0447.00,A,,Measurement
26,Bone Age,C0447.00,A,,Measurement
2600000003,Preprocedure Pain Score,C0447.00,A,,Measurement
2600000005,Maximum Flow (mL/s),C0447.00,A,,Measurement
2600000006,Average Flow (mL/s),C0447.00,A,,Measurement
2600000007,Voiding Time (mm:ss.s),C0447.00,A,,Measurement
2600000008,Time to Maximum Flow (mm:ss.s),C0447.00,A,,Measurement
2600000009,Flow Time (mm:ss.s),C0447.00,A,,Measurement
2600000010,Voided Volume (mL),C0447.00,A,,Measurement
2600000011,Flow at 2 Seconds (mL/s),C0447.00,A,,Measurement
2600000012,Acceleration (mL/s/s),C0447.00,A,,Measurement
2600000013,Residual Volume (mL),C0447.00,A,,Measurement
2600000017,Uninhibited Detrusor Contraction,C0066.00,A,contraction,Observation
2600000019,Bladder Volume at  Leakage (cm H2O),C0447.00,A,,Measurement
2600000021,Bladder Volume at Leakage (cm H2O),C0447.00,A,,Measurement
2600000022,Rate (mL/min),C0447.00,A,,Measurement
2600000023,Volume at First Urge (mL),C0447.00,A,,Measurement
2600000024,Volume at Strong Urge (mL),C0447.00,A,,Measurement
2600000025,Maximum Capacity (mL),C0447.00,A,,Measurement
2600000026,Detrusor Pressure at Capacity (cm H2O),C0447.00,A,,Measurement
2600000028,Volume (mL),C0447.00,A,,Measurement
2600000029,First Urethral Closing Pressure (cm H2O),C0447.00,A,,Measurement
2600000030,Second Urethral Closing Pressure (cm H2O),C0447.00,A,,Measurement
2600000031,Average Urethral Closing Pressure (cm H2O),C0447.00,A,,Measurement
2600000034,Detrusor Contraction,C0066.00,A,contraction,Observation
2600000042,Volume (mL),C0447.00,A,,Measurement
2600000043,First Abdominal Leak Point Pressure (cm H2O),C0447.00,A,,Measurement
2600000044,Second Abdominal Leak Point Pressure (cm H2O),C0447.00,A,,Measurement
2600000045,Average Abdominal Leak Point Pressure (cm H2O),C0447.00,A,,Measurement
2600000052,Age at Last Menstrual Period,C0447.00,A,,Measurement
2600000063,Average Number of Voids Per Day,C0447.00,A,,Measurement
2600000064,Average Number of Voids Per Night,C0447.00,A,,Measurement
2600000068,Amount of Urine Lost,C0076.00,A,urine,Observation
2600000069,Incontinence Severity Score,C0447.00,A,,Measurement
2600000085,Difficulty Initiating Urine Stream,C0076.00,A,urine,Observation
2600000307,"Emotional health (nervousness, depression, etc.)?",C0023.00,A,depression,Observation
2600000308,"Emotional health (nervousness, depression, etc.)?",C0023.00,A,depression,Observation
2600000309,"Emotional health (nervousness, depression, etc.)?",C0023.00,A,depression,Observation
2600000313,Urinary Impact Questionnaire Score,C0447.00,A,,Measurement
2600000314,Colorectal Anal Impact Questionnaire Score,C0447.00,A,,Measurement
2600000315,Pelvic Organ Prolapse Impact Questionnaire Total Score,C0447.00,A,,Measurement
2600000319,Pelvic Floor Impact Questionnaire Score,C0447.00,A,,Measurement
2600000324,Do you feel pain during sexual intercourse?,C0101.00,A,pain_general,Observation
2600000325,Are you incontinent (leak urine) with sexual activity?,C0076.00,A,urine,Observation
2600000326,Does fear of incontinence (either stool/urine) restrict your sexual activity?,C0076.00,A,urine,Observation
2600000332,Total Sexual Questionnaire Score,C0447.00,A,,Measurement
2600000346,Pelvic Organ Prolapse Distress Inventory Score,C0447.00,A,,Measurement
2600000352,Do you usually lose stool beyond your control if your stool is well formed?,C0021.00,A,stool,Observation
2600000354,Do you usually lose stool beyond your control if your stool is loose?,C0021.00,A,stool,Observation
2600000358,Do you usually have pain when you pass your stool?,C0021.00,A,stool,Observation
2600000364,Colorectal Anal Distress Inventory Score,C0447.00,A,,Measurement
2600000368,Do you usually experience urine leakage associated with feeling of urgency?,C0076.00,A,urine,Observation
2600000370,"Do you usually experience urine leakage related to coughing, sneezing, or laughing?",C0076.00,A,urine,Observation
2600000372,"Do you usually experience small amounts of urine leakage (that is, drops)?",C0076.00,A,urine,Observation
2600000378,Urinary Distress Inventory Score,C0447.00,A,,Measurement
2600000380,Pelvic Floor Distress Inventory Score,C0447.00,A,,Measurement
2600000385,Maximum Flow (mL/s),C0447.00,A,,Measurement
2600000386,Average Flow (mL/s),C0447.00,A,,Measurement
2600000387,Voided Volume (mL),C0447.00,A,,Measurement
2600000389,PVR (mL),C0447.00,A,,Measurement
2600000392,First Sensation (mL),C0045.00,A,sensation,Observation
2600000393,First Desire (mL),C0447.00,A,,Measurement
2600000394,Strong Desire (mL),C0447.00,A,,Measurement
2600000396,Starting at (mL),C0447.00,A,,Measurement
2600000397,Abdominal LPP1 (cm H2O),C0447.00,A,,Measurement
2600000398,Abdominal LPP2 (cm H2O),C0447.00,A,,Measurement
2600000399,Abdominal LPP3 (cm H2O),C0447.00,A,,Measurement
2600000400,LPP Average,C0447.00,A,,Measurement
2600000401,Baseline Pves (cm H2O),C0447.00,A,,Measurement
2600000402,Subtracted LPP1,C0447.00,A,,Measurement
2600000403,Subtracted LPP2,C0447.00,A,,Measurement
2600000404,Subtracted LPP3,C0447.00,A,,Measurement
2600000405,Subtracted LPP Average,C0447.00,A,,Measurement
2600000406,Capacity (mL),C0447.00,A,,Measurement
2600000407,Detrusor Contraction,C0066.00,A,contraction,Observation
2600000409,Starting at (cm H2O pDet),C0447.00,A,,Measurement
2600000410,Etiology of Detrusor Contraction,C0066.00,A,contraction,Observation
2600000411,Detrusor LPP (cm H2O pDet),C0447.00,A,,Measurement
2600000414,Maximum Flow (mL/s),C0447.00,A,,Measurement
2600000415,Average Flow (mL/s),C0447.00,A,,Measurement
2600000416,Voided Volume (mL),C0447.00,A,,Measurement
2600000417,Pressure at Peak Flow (cm H2O),C0447.00,A,,Measurement
2600000424,Functional Length (mm),C0447.00,A,,Measurement
2600000425,Peak Pura (cm H2O),C0447.00,A,,Measurement
2600000426,Total Profile Length (mm),C0447.00,A,,Measurement
2600000427,MUCP (cm H2O),C0447.00,A,,Measurement
2600000433,Electrode 0 Threshold,C0447.00,A,,Measurement
2600000435,Electrode 1 Threshold,C0447.00,A,,Measurement
2600000437,Electrode 2 Threshold,C0447.00,A,,Measurement
2600000439,Electrode 3 Threshold,C0447.00,A,,Measurement
2600000444,Amplitude,C0447.00,A,,Measurement
2600000446,Number Voids per Day,C0447.00,A,,Measurement
2600000447,Number Voids per Night,C0447.00,A,,Measurement
2600000449,Number of Leaks per Day,C0447.00,A,,Measurement
2600000450,Number Pads per Day,C0447.00,A,,Measurement
2600000451,Number of Caths per Day,C0447.00,A,,Measurement
2600000452,Voided Volume (Average mL),C0447.00,A,,Measurement
2600000453,Cathed Volume or PVR (Average mL),C0447.00,A,,Measurement
2600000455,Number Fecal Incontinence Episodes per Day,C0447.00,A,,Measurement
2600000456,Number Fecal Incontinence Episodes per Night,C0447.00,A,,Measurement
2600000459,Number of Pads per Day,C0447.00,A,,Measurement
26010,Supine Blood Pressure,C0034.00,A,blood_pressure,Observation
26011,Supine Heart Rate,C0078.00,A,heart_rate,Observation
26013,2 minutes Standing Blood Pressure,C0034.00,A,blood_pressure,Observation
26014,2 minutes Standing Heart Rate,C0078.00,A,heart_rate,Observation
26037,5. How about your memory? Would you say it is,C0027.00,A,memory,Observation
26047,Total Score,C0447.00,A,,Measurement
26061,5. Memory,C0027.00,A,memory,Observation
26070,Total Score,C0447.00,A,,Measurement
26074,"Because of my drinking or drug use, I have lost weight or not eaten properly",C0131.00,A,weight,Observation
26131,Total Score,C0447.00,A,,Measurement
26167,Alcohol - number of standard drinks,C0447.00,A,,Measurement
26244,"Drink more than a few sips of beer, wine, or any drink containing alcohol? Put “0” if none.",C0447.00,A,,Measurement
26245,"Use any marijuana (weed, oil, or hash, by smoking, vaping, or in food) or “synthetic marijuana” (like “K2,” “Spice”) or “vaping” THC oil? Put “0” if none.",C0447.00,A,,Measurement
26246,"Use anything else to get high (like other illegal drugs, prescription or over-the-counter medications, and things that you sniff, huff, or vape )? Put “0” if none.",C0447.00,A,,Measurement
26263,Clinical Dementia Rating (CDR Score),C0447.00,A,,Measurement
26264,Clinical Dementia Rating (CDR Score),C0447.00,A,,Measurement
26267,Fear or Anxiety,C0068.00,A,anxiety,Observation
26279,Total Score,C0447.00,A,,Measurement
26291,Fear or Anxiety,C0068.00,A,anxiety,Observation
26294,Fear or Anxiety,C0068.00,A,anxiety,Observation
26297,Fear or Anxiety,C0068.00,A,anxiety,Observation
26300,Fear or Anxiety,C0068.00,A,anxiety,Observation
26303,Fear or Anxiety,C0068.00,A,anxiety,Observation
26306,Fear or Anxiety,C0068.00,A,anxiety,Observation
26309,Fear or Anxiety,C0068.00,A,anxiety,Observation
26312,Fear or Anxiety,C0068.00,A,anxiety,Observation
26315,Fear or Anxiety,C0068.00,A,anxiety,Observation
26318,Fear or Anxiety,C0068.00,A,anxiety,Observation
26321,Fear or Anxiety,C0068.00,A,anxiety,Observation
26324,Fear or Anxiety,C0068.00,A,anxiety,Observation
26327,Fear or Anxiety,C0068.00,A,anxiety,Observation
26330,Fear or Anxiety,C0068.00,A,anxiety,Observation
26333,Fear or Anxiety,C0068.00,A,anxiety,Observation
26336,Fear or Anxiety,C0068.00,A,anxiety,Observation
26339,Fear or Anxiety,C0068.00,A,anxiety,Observation
26342,Fear or Anxiety,C0068.00,A,anxiety,Observation
26345,Fear or Anxiety,C0068.00,A,anxiety,Observation
26348,Fear or Anxiety,C0068.00,A,anxiety,Observation
26351,Fear or Anxiety,C0068.00,A,anxiety,Observation
26354,Fear or Anxiety,C0068.00,A,anxiety,Observation
26357,Fear or Anxiety,C0068.00,A,anxiety,Observation
26380,DDQ Desire Score,C0447.00,A,,Measurement
26381,DDQ Neg Score,C0447.00,A,,Measurement
26382,DDQ Controle Score,C0447.00,A,,Measurement
26392,"Really strong fears about things, eg needles, blood, birth, pain, etc",C0101.00,A,pain_general,Observation
26412,Anxiety getting in the way of being able to do things,C0068.00,A,anxiety,Observation
26417,Global Score,C0447.00,A,,Measurement
26439,Total Score,C0447.00,A,,Measurement
2652,MAP,C0447.00,A,,Measurement
26524,Do you experience irritability during periods of depression?,C0023.00,A,depression,Observation
26529,Is there any history of depression in your family?,C0023.00,A,depression,Observation
26532,Do you experience an increase in energy prior to depression onset that then stops suddenly?,C0023.00,A,depression,Observation
26547,"In the last 12 months have you personally made use of food banks or government food programs because you did not have enough money for food?  For example, did you get benefits from the Supplemental Nutrition Assistance Program  (SNAP/EBT/Food stamps), or",C0053.00,A,braden,Observation
26557,USidep Score,C0447.00,A,,Measurement
26562,How long (in minutes) has it taken you to fall asleep each night?,C0447.00,A,,Measurement
26564,How many hours of actual sleep did you get at night?,C0447.00,A,,Measurement
26565,How many hours were you in bed?,C0447.00,A,,Measurement
26571,Cough or snore loudly,C0047.00,A,cough,Observation
26575,Have pain,C0101.00,A,pain_general,Observation
26582,Global Physical Health (raw score),C0447.00,A,,Measurement
26583,Global Mental Health (raw score),C0447.00,A,,Measurement
26584,PROMIS Global Health (2 item; raw score),C0447.00,A,,Measurement
26587,Estimated vancomycin CL (L/hr),C0078.00,A,heart_rate,Observation
26599,DCR Total Score (x/5),C0447.00,A,,Measurement
26601,DCR Color,C0072.00,A,color,Observation
26603,Immediate 3 Word Recall Score (x/3),C0447.00,A,,Measurement
26604,Clock Drawing Raw Score (x/100),C0447.00,A,,Measurement
26605,Delayed 3 Word Recall Score (x/3),C0447.00,A,,Measurement
26624,"Number of bleeding events in LEFT HIP, over last year or since last visit",C0447.00,A,,Measurement
26625,"Number of bleeding events in RIGHT HIP, over last year or since last visit",C0447.00,A,,Measurement
26628,"Number of bleeding events in RIGHT SHOULDER, over last year or since last visit",C0447.00,A,,Measurement
26629,"Number of bleeding events in LEFT SHOULDER, over last year or since last visit",C0447.00,A,,Measurement
26630,"Number of bleeding events in RIGHT KNEE, over last year or since last visit",C0447.00,A,,Measurement
26631,"Number of bleeding events in LEFT KNEE, over last year or since last visit",C0447.00,A,,Measurement
26632,"Number of bleeding events in RIGHT ELBOW, over last year or since last visit",C0447.00,A,,Measurement
26633,"Number of bleeding events in LEFT ELBOW, over last year or since last visit",C0447.00,A,,Measurement
26642,"Number of bleeding events in LEFT ANKLE, over last year or since last visit",C0447.00,A,,Measurement
26643,"Number of bleeding events in RIGHT ANKLE, over last year or since last visit",C0447.00,A,,Measurement
26654,"If you answered yes to question 8, how many days in the hospital?",C0447.00,A,,Measurement
26656,"If you answered yes to question 10, how many days in ICU?",C0447.00,A,,Measurement
26664,"If you answered yes to question 17, how many days in the hospital?",C0447.00,A,,Measurement
26666,"If you answered yes to question 19, how many days in ICU?",C0447.00,A,,Measurement
26676,"If you answered yes to question 28, how many days in the hospital?",C0447.00,A,,Measurement
26678,"If you answered yes to question 30, how many days in ICU?",C0447.00,A,,Measurement
26709,Desire Score,C0447.00,A,,Measurement
26710,Arousal Score,C0447.00,A,,Measurement
26711,Lubrication Score,C0447.00,A,,Measurement
26712,Orgasm Score,C0447.00,A,,Measurement
26713,Satisfaction Score,C0447.00,A,,Measurement
26714,Pain Score,C0447.00,A,,Measurement
26715,Total Score,C0447.00,A,,Measurement
26717,Component 1 Score,C0447.00,A,,Measurement
26718,Question 2 Score,C0447.00,A,,Measurement
26719,Component 2 Score,C0447.00,A,,Measurement
26721,Component 4 - Sleep Efficiency %,C0447.00,A,,Measurement
26722,Component 4 Score,C0447.00,A,,Measurement
26723,Component 5 Score,C0447.00,A,,Measurement
26724,Component 7 Score,C0447.00,A,,Measurement
26725,Total Score,C0447.00,A,,Measurement
26749,Component 6 Score,C0447.00,A,,Measurement
26786,"RATE PSYCHOLOGICAL PAIN (hurt, anguish, or misery in your mind, not stress, not physical pain):",C0101.00,A,pain_general,Observation
26838,Health/pain problems,C0101.00,A,pain_general,Observation
26860,Speech:,C0075.00,A,speech,Observation
26861,Memory:,C0027.00,A,memory,Observation
26896,Have you had speech evaluation or therapy?,C0075.00,A,speech,Observation
26897,Do you use a device for speech assistance?,C0075.00,A,speech,Observation
26899,Do you have difficulty swallowing?,C0067.00,A,swallowing,Observation
26901,Do you aspirate (get food down the wrong pipe) or cough during or after eating?,C0047.00,A,cough,Observation
26917,How many hours of sleep do you think you get per 24 hours?,C0447.00,A,,Measurement
26922,"Do you ever have restless legs and/or discomfort, cramping, or pain in your legs before bed?",C0101.00,A,pain_general,Observation
26923,Do you ever have pain or discomfort that interferes with your sleep?,C0101.00,A,pain_general,Observation
26931,Total WSAS Score:,C0447.00,A,,Measurement
26946,Happiness and Life Satisfaction,C0447.00,A,,Measurement
26947,Mental and Physical Health,C0447.00,A,,Measurement
26948,Meaning and Purpose,C0447.00,A,,Measurement
26949,Character and Virtue,C0447.00,A,,Measurement
26950,Close Social Relationships,C0447.00,A,,Measurement
26951,Financial and Material Stability,C0447.00,A,,Measurement
26952,Total Score,C0447.00,A,,Measurement
27,Menarche Age,C0447.00,A,,Measurement
27036,"Hearing things other people couldn’t hear, such as voices even when no one was around?",C0088.00,A,hearing,Observation
27039,"Problems with memory (e.g., learning new information) or with location (e.g., finding your way home)?",C0027.00,A,memory,Observation
27050,Clock Drawing Score (x/2),C0447.00,A,,Measurement
27087,O2 Flow Rate (L/min),C0447.00,A,,Measurement
27089,Dyspnea,C0048.00,A,dyspnea,Observation
27090,Dyspnea,C0048.00,A,dyspnea,Observation
27091,Dyspnea,C0048.00,A,dyspnea,Observation
27092,Dyspnea,C0048.00,A,dyspnea,Observation
27093,Dyspnea,C0048.00,A,dyspnea,Observation
27094,Dyspnea,C0048.00,A,dyspnea,Observation
27103,MDASI-BT Core (0 - 10),C0447.00,A,,Measurement
27104,Fatigue,C0025.00,A,fatigue,Observation
27105,Fatigue,C0025.00,A,fatigue,Observation
27106,Fatigue,C0025.00,A,fatigue,Observation
27108,O2 Flow Rate (L/min),C0447.00,A,,Measurement
27112,O2 Flow Rate (L/min),C0447.00,A,,Measurement
27115,O2 Flow Rate (L/min),C0447.00,A,,Measurement
27117,Fatigue,C0025.00,A,fatigue,Observation
27118,Fatigue,C0025.00,A,fatigue,Observation
27120,O2 Flow Rate (L/min),C0447.00,A,,Measurement
27122,Fatigue,C0025.00,A,fatigue,Observation
27124,O2 Flow Rate (L/min),C0447.00,A,,Measurement
27156,SaO2,C0447.00,A,,Measurement
27171,MoCA – Memory,C0027.00,A,memory,Observation
27172,MoCA – Executive,C0447.00,A,,Measurement
27173,MoCA – Attention,C0079.00,A,attention,Observation
27174,MoCA – Language,C0447.00,A,,Measurement
27175,MoCA – Visuo-Spatial,C0447.00,A,,Measurement
27176,MoCA – Orientation,C0026.00,A,orientation,Observation
27178,Number Span BWD Total Correct,C0447.00,A,,Measurement
27179,Number Span BWD Longest Span,C0447.00,A,,Measurement
27180,Trails B Errors,C0447.00,A,,Measurement
27182,Number Span FWD Total Correct,C0447.00,A,,Measurement
