source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,fca_methods,omop_domain,suggested_concept_id,suggested_concept_name,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
1180101733,Ventricular Venous Pressure Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricular Venous Extended Pressure Measurements,1
1180101734,Common Venous Pressure Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Common Venous Extended Pressure Measurements,1
1180101735,Common Venous Pressure Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Common Venous Extended Pressure Measurements,1
1180101736,Common Venous Pressure Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Common Venous Extended Pressure Measurements,1
1180101737,Common Venous Pressure Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Common Venous Extended Pressure Measurements,1
1180101738,Common Venous Pressure Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Common Venous Extended Pressure Measurements,1
1180101739,Common Venous Pressure Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Common Venous Extended Pressure Measurements,1
1180101740,Coronary Sinus Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Coronary Sinus Extended Pressure Measurements,1
1180101741,Coronary Sinus Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Coronary Sinus Extended Pressure Measurements,1
1180101742,Coronary Sinus Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|PERFUSION HEMODYNAMICS GRAPH,Coronary Sinus Extended Pressure Measurements|Hemodynamics,2
1180101743,Coronary Sinus Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Coronary Sinus Extended Pressure Measurements,1
1180101744,Coronary Sinus Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Coronary Sinus Extended Pressure Measurements,1
1180101745,Coronary Sinus Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Coronary Sinus Extended Pressure Measurements,1
1180101746,Uterine Artery Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Artery Extended Pressure Measurements,1
1180101747,Uterine Artery Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Artery Extended Pressure Measurements,1
1180101748,Uterine Artery Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Artery Extended Pressure Measurements,1
1180101749,Uterine Artery Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Artery Extended Pressure Measurements,1
1180101750,Uterine Artery Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Artery Extended Pressure Measurements,1
1180101751,Uterine Artery Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Artery Extended Pressure Measurements,1
1180101752,Uterine Vein Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Vein Extended Pressure Measurements,1
1180101753,Uterine Vein Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Vein Extended Pressure Measurements,1
1180101754,Uterine Vein Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Vein Extended Pressure Measurements,1
1180101755,Uterine Vein Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Vein Extended Pressure Measurements,1
1180101756,Uterine Vein Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Vein Extended Pressure Measurements,1
1180101757,Uterine Vein Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Uterine Vein Extended Pressure Measurements,1
1180101758,Cuff Pressure Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Cuff Pressure Extended Pressure Measurements,1
1180101759,Cuff Pressure Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Cuff Pressure Extended Pressure Measurements,1
1180101760,Cuff Pressure Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Cuff Pressure Extended Pressure Measurements,1
1180101761,Cuff Pressure Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Cuff Pressure Extended Pressure Measurements,1
1180101762,Cuff Pressure Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Cuff Pressure Extended Pressure Measurements,1
1180101763,Cuff Pressure Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Cuff Pressure Extended Pressure Measurements,1
1180101764,Innominate Vein Pressure Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Vein Extended Pressure Measurements,1
1180101765,Innominate Vein Pressure Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Vein Extended Pressure Measurements,1
1180101766,Innominate Vein Pressure Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Vein Extended Pressure Measurements,1
1180101767,Innominate Vein Pressure Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Vein Extended Pressure Measurements,1
1180101768,Innominate Vein Pressure Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Vein Extended Pressure Measurements,1
1180101769,Innominate Vein Pressure Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Vein Extended Pressure Measurements,1
1180101770,Arterial Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|TXP VAD READINGS NAV,Arterial Extended Pressure Measurements|Ventricular Assist Device Readings,2
1180101771,Arterial Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|TXP VAD READINGS NAV,Arterial Extended Pressure Measurements|Ventricular Assist Device Readings,2
1180101772,Arterial Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|TXP VAD READINGS NAV,Arterial Extended Pressure Measurements|Ventricular Assist Device Readings,2
1180101773,Arterial Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Arterial Extended Pressure Measurements,1
1180101774,Arterial Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Arterial Extended Pressure Measurements,1
1180101775,Arterial Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Arterial Extended Pressure Measurements,1
1180101776,Subcutaneous Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Subcutaneous Extended Pressure Measurements,1
1180101777,Subcutaneous Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Subcutaneous Extended Pressure Measurements,1
1180101778,Subcutaneous Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Subcutaneous Extended Pressure Measurements,1
1180101779,Subcutaneous Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Subcutaneous Extended Pressure Measurements,1
1180101780,Subcutaneous Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Subcutaneous Extended Pressure Measurements,1
1180101781,Subcutaneous Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Subcutaneous Extended Pressure Measurements,1
1180101782,Saturation of Oxygen Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Saturation of Oxygen Extended Pressure Measurements,1
1180101783,Saturation of Oxygen Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Saturation of Oxygen Extended Pressure Measurements,1
1180101784,Saturation of Oxygen Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Saturation of Oxygen Extended Pressure Measurements,1
1180101785,Saturation of Oxygen Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Saturation of Oxygen Extended Pressure Measurements,1
1180101786,Saturation of Oxygen Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Saturation of Oxygen Extended Pressure Measurements,1
1180101787,Saturation of Oxygen Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Saturation of Oxygen Extended Pressure Measurements,1
1180101788,Ventricle Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricle Extended Pressure Measurements,1
1180101789,Ventricle Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricle Extended Pressure Measurements,1
1180101790,Ventricle Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricle Extended Pressure Measurements,1
1180101791,Ventricle Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricle Extended Pressure Measurements,1
1180101792,Ventricle Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricle Extended Pressure Measurements,1
1180101793,Ventricle Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Ventricle Extended Pressure Measurements,1
1180101794,Atrium Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1180101795,Atrium Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1180101796,Atrium Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1180101797,Atrium Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1180101798,Atrium Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1180101799,Atrium Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Atrium Extended Pressure Measurements,1
1180101800,Hepatic Vein Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|RIS IR HEMO TECH,Hepatic Vein Extended Pressure Measurements,2
1180101801,Hepatic Vein Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|RIS IR HEMO TECH,Hepatic Vein Extended Pressure Measurements,2
1180101802,Hepatic Vein Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|RIS IR HEMO TECH,Hepatic Vein Extended Pressure Measurements,2
1180101803,Hepatic Vein Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|RIS IR HEMO TECH,Hepatic Vein Extended Pressure Measurements,2
1180101804,Hepatic Vein Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|RIS IR HEMO TECH,Hepatic Vein Extended Pressure Measurements,2
1180101805,Hepatic Vein Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO|RIS IR HEMO TECH,Hepatic Vein Extended Pressure Measurements,2
1180101806,Right Internal Jugular Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Internal Jugular Extended Pressure Measurements,1
1180101807,Right Internal Jugular Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Internal Jugular Extended Pressure Measurements,1
1180101808,Right Internal Jugular Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Internal Jugular Extended Pressure Measurements,1
1180101809,Right Internal Jugular Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Internal Jugular Extended Pressure Measurements,1
1180101810,Right Internal Jugular Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Internal Jugular Extended Pressure Measurements,1
1180101811,Right Internal Jugular Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Internal Jugular Extended Pressure Measurements,1
1180101812,Left Coronary Artery Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1180101813,Left Coronary Artery Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1180101814,Left Coronary Artery Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1180101815,Left Coronary Artery Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1180101816,Left Coronary Artery Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1180101817,Left Coronary Artery Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Left Coronary Artery Extended Pressure Measurements,1
1180101818,Right Coronary Artery Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
1180101819,Right Coronary Artery Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
1180101820,Right Coronary Artery Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
1180101821,Right Coronary Artery Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
1180101822,Right Coronary Artery Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
1180101823,Right Coronary Artery Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Right Coronary Artery Extended Pressure Measurements,1
1180101824,O2 Difference PV-SV Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,O2 Difference PV-SV Extended Pressure Measurements,1
1180101825,O2 Difference PV-SV Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,O2 Difference PV-SV Extended Pressure Measurements,1
1180101826,O2 Difference PV-SV Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,O2 Difference PV-SV Extended Pressure Measurements,1
1180101827,O2 Difference PV-SV Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,O2 Difference PV-SV Extended Pressure Measurements,1
1180101828,O2 Difference PV-SV Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,O2 Difference PV-SV Extended Pressure Measurements,1
1180101829,O2 Difference PV-SV Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,O2 Difference PV-SV Extended Pressure Measurements,1
1180101830,Azygos Artery Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Azygos Artery Extended Pressure Measurements,1
1180101831,Azygos Artery Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Azygos Artery Extended Pressure Measurements,1
1180101832,Azygos Artery Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Azygos Artery Extended Pressure Measurements,1
1180101833,Azygos Artery Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Azygos Artery Extended Pressure Measurements,1
1180101834,Azygos Artery Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Azygos Artery Extended Pressure Measurements,1
1180101835,Azygos Artery Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Azygos Artery Extended Pressure Measurements,1
1180101836,Pulmonary Trunk Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Pulmonary Trunk Extended Pressure Measurements,1
1180101837,Pulmonary Trunk Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Pulmonary Trunk Extended Pressure Measurements,1
1180101838,Pulmonary Trunk Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Pulmonary Trunk Extended Pressure Measurements,1
1180101839,Pulmonary Trunk Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Pulmonary Trunk Extended Pressure Measurements,1
1180101840,Pulmonary Trunk Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Pulmonary Trunk Extended Pressure Measurements,1
1180101841,Pulmonary Trunk Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Pulmonary Trunk Extended Pressure Measurements,1
1180101842,Innominate Artery Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Artery Extended Pressure Measurements,1
1180101843,Innominate Artery Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Artery Extended Pressure Measurements,1
1180101844,Innominate Artery Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Artery Extended Pressure Measurements,1
1180101845,Innominate Artery Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Artery Extended Pressure Measurements,1
1180101846,Innominate Artery Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Artery Extended Pressure Measurements,1
1180101847,Innominate Artery Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Innominate Artery Extended Pressure Measurements,1
1180101848,Shunt Pressure Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Shunt Pressure Extended Pressure Measurements,1
1180101849,Shunt Pressure Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Shunt Pressure Extended Pressure Measurements,1
1180101850,Shunt Pressure Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Shunt Pressure Extended Pressure Measurements,1
1180101851,Shunt Pressure Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Shunt Pressure Extended Pressure Measurements,1
1180101852,Shunt Pressure Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Shunt Pressure Extended Pressure Measurements,1
1180101853,Shunt Pressure Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Shunt Pressure Extended Pressure Measurements,1
1180101854,Zero Pressure Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Zero Pressure Extended Pressure Measurements,1
1180101855,Zero Pressure Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Zero Pressure Extended Pressure Measurements,1
1180101856,Zero Pressure Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Zero Pressure Extended Pressure Measurements,1
1180101857,Zero Pressure Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Zero Pressure Extended Pressure Measurements,1
1180101858,Zero Pressure Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Zero Pressure Extended Pressure Measurements,1
1180101859,Zero Pressure Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Zero Pressure Extended Pressure Measurements,1
1180101860,Calibrate Extended Diastolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Calibrate Extended Pressure Measurements,1
1180101861,Calibrate Extended Systolic Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Calibrate Extended Pressure Measurements,1
1180101862,Calibrate Extended Mean Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Calibrate Extended Pressure Measurements,1
1180101863,Calibrate Extended A WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Calibrate Extended Pressure Measurements,1
1180101864,Calibrate Extended V WAVE Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Calibrate Extended Pressure Measurements,1
1180101865,Calibrate Extended EDP Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV XPER HEMO,Calibrate Extended Pressure Measurements,1
1180101962,PWP O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101963,LA O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Common O2 Saturation Measurements|Extended O2 Saturation Measurements,1
1180101964,HLA O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101965,LLA O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101966,IVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Common O2 Saturation Measurements|Extended O2 Saturation Measurements,1
1180101967,HIVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101968,MIVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101969,LIVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101970,SVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Common O2 Saturation Measurements|Extended O2 Saturation Measurements,1
1180101971,HSVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101972,MSVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101973,LSVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101974,RSVC O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101975,RART O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101976,VEN O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101977,SYSV O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101978,GLEN O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101979,BLAL O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101980,VENV O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101981,COMV O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101982,C/S O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101983,UTERINE ARTERY O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101984,UTERINE VEIN O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101985,CUFF O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101986,INNV O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101987,ART O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101988,Subcutaneous O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101989,SPO2 O2 SATURATION,C0418.00,A,spo2,,Observation,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101990,VENT O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
1180101991,ATRM O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
