source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,fca_methods,omop_domain,suggested_concept_id,suggested_concept_name,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
22409,Walking over a patterned floor,C0447.00,A,,,Measurement,0,,numeric,,0,10,0|1|2|3|4|5|6|7|8|9|10,T EHC VISUAL VERTIGO ANALOG SCALE,Visual Vertigo Analog Scale,1
22410,Watching action television,C0447.00,A,,,Measurement,0,,numeric,,0,10,0|1|2|3|4|5|6|7|8|9|10,T EHC VISUAL VERTIGO ANALOG SCALE,Visual Vertigo Analog Scale,1
22411,VVAS Total,C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC VISUAL VERTIGO ANALOG SCALE,Visual Vertigo Analog Scale,1
22508,NPQ Total,C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC NIIGATA PPPD QUESTIONNAIRE,Niigata PPPD Questionnaire,1
22518,Fluidotherapy Time Entry (97022),C0447.00,A,,,Measurement,0,,numeric,,0,,,RHB OT TIME ENTRY,OT Modalities Time Entry,1
22523,Tidal Volume SET,C0447.00,A,,,Measurement,0,,numeric,mL,0,3000,,AN DEVICE DATA|AN RESPIRATORY,Respiratory,2
22525,Tidal Volume Expired,C0447.00,A,,,Measurement,0,,numeric,mL,0,3000,,AN DEVICE DATA|AN RESPIRATORY,Respiratory,2
22526,Tidal Volume Inspired,C0447.00,A,,,Measurement,0,,numeric,mL,0,3000,,AN DEVICE DATA|AN RESPIRATORY,Respiratory,2
22527,LVAD Pump Flow,C0447.00,A,,,Measurement,0,,numeric,L/min,0,100,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22528,LVAD Pump Speed,C0447.00,A,,,Measurement,0,,numeric,rpm,,,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22529,LVAD Pulsatility Index,C0447.00,A,,,Measurement,0,,numeric,,,,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22530,LVAD Power,C0447.00,A,,,Measurement,0,,numeric,,,,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22537,ETCO2 (Monitor),C0447.00,A,,,Measurement,0,,numeric,mmHg,0,100,,AN DEVICE DATA|AN VITALS MONITORING FOR BOTTOM GRID,Anesthesia Monitoring,2
22558,Total Time,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC IP PT TIME TRACKING NAV|EHC NICU THERAPY|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY TREAT|LTC PT EVALUATION|LTC PT TREATMENT|PT ASSESSMENT|PT LAST VISIT NAV|PT PLAN NAV|PT TREATMENT|PT/OT/SLP TIME CALC NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT OP VESTIBULAR TREATMENT PLAN|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT WOUND CARE|T EHC RHB WC SEATING MOBILITY EVAL,PT Time Tracking,25
22559,Total Time,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP OT TIME TRACKING|EHC NICU THERAPY|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|OT LAST VISIT NAV|PT/OT/SLP TIME CALC NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T OT LAST VISIT,OT Time Tracking,9
22560,Total Time,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP SLP EVAL TIME TRACKING NAV|EHC NICU THERAPY|EHC SLP FEES|LTC SLP EVALUATION|PT/OT/SLP TIME CALC NAV|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP LAST VISIT NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC RHB SLP AUGMENTATIVE COMMUNICATION DEVICE EVAL AAC|T EHC RHB SLP MBSIMP,SLP Time Tracking,13
2257963,Hct result,C0447.00,A,,,Measurement,0,,numeric,,,,,APHERESIS COMPREHENSIVE,Pre Procedure Hematocrit (RBCx),1
2263,Therapeutic Activity Direct Contact Time Entry (97530),C0447.00,A,,,Measurement,0,,numeric,,0,,,IP SLP TREATMENTS|PT CHARGE INTERVENTIONS NAV|RHB PT TIME ENTRY,PT Therapeutic Procedures Time Entry|SLP Treatments,3
22683,Respiratory Status,C0057.00,A,respiratory_general,,Observation,0,,custom_list,,,,Good respiratory effort/rate|No respiratory distress noted|Good respiratory effort/rate|Good respiratory effort/rate|Difficulty breathing|Abnormal - see note|Abnormal - see note|Abnormal - see note|Rapid breathing|Other (Comment),ED NURSE 2 HOUR RESTRAINT MONITORING|ED RESTRAINT MONITORING|LTC RESTRAINTS NON-VIOLENT OR NON-SELF DESTRUCTIVE|RESTRAINTS NON-VIOLENT OR NON-SELF DESTRUCTIVE|T EHC SITTER DOCUMENTATION,Nurse Monitoring Every 2 Hours (Non-Violent),5
22684,Respiratory Status,C0057.00,A,respiratory_general,,Observation,0,,custom_list,,,,No respiratory distress noted|No respiratory distress noted|Good respiratory effort/rate|Difficulty breathing|Abnormal - see note|Difficulty breathing|Rapid breathing|Rapid breathing|Other (Comment)|Other (Comment),ED NURSE 2 HOUR RESTRAINT MONITORING|IP BH VIOLENT RESTRAINT MONITORING|LTC RESTRAINTS VIOLENT OR SELF-DESTRUCTIVE|RESTRAINTS VIOLENT OR SELF-DESTRUCTIVE|ROVER RESTRAINTS VIOLENT OR SELF-DESTRUCTIVE + SONNET|T EHC SITTER DOCUMENTATION,Nurse Monitoring Every 2 Hours|Nurse Monitoring Every 2 Hours (Violent),6
22694,Patient Position(s),C0235.00,A,body_position,,Observation,0,,custom_list,,,,Supine|Prone|Propped up|Sitting|Left side lying|Right side lying|Other (Comment),EHC PT OP MANUAL THERAPY TREAT|EHC PT OP MANUAL THERAPY TREAT MANUAL THERAPY NAV|T EHC LYMPHEDEMA TREAT MANUAL THERAPY NAV|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE,Manual Therapy|PT Manual Therapy,4
22701,Axillary (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC RHB LYMPHEDEMA TRUNK NAV,Trunk,2
22702,Above the Belly Button (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC RHB LYMPHEDEMA TRUNK NAV,Trunk,2
22703,Nipple Line (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC RHB LYMPHEDEMA TRUNK NAV,Trunk,2
22704,Belly Button (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC RHB LYMPHEDEMA TRUNK NAV,Trunk,2
22705,Additional Trunk Measurement (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC RHB LYMPHEDEMA TRUNK NAV,Trunk,2
22706,Below the Belly Button (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC RHB LYMPHEDEMA TRUNK NAV,Trunk,2
22822,RVAD Speed,C0447.00,A,,,Measurement,0,,numeric,rpm,,,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22823,RVAD Pump Flow,C0447.00,A,,,Measurement,0,,numeric,L/min,0,100,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22825,Impella Pump Flow,C0447.00,A,,,Measurement,0,,numeric,L/min,0,100,,AN VITALS MONITORING FOR BOTTOM GRID|AN VITALS TOOLKIT BUTTON,LVAD RVAD Impella,2
22938,Replacement Volume,C0447.00,A,,,Measurement,0,,numeric,mL,,,,APHERESIS COMPREHENSIVE,Initial predicted procedure values,1
22939,AC Volume,C0447.00,A,,,Measurement,0,,numeric,mL,,,,APHERESIS COMPREHENSIVE,Initial predicted procedure values,1
22940,Inlet Rate,C0447.00,A,,,Measurement,0,,numeric,mL/min,,,,APHERESIS COMPREHENSIVE,Initial predicted procedure values,1
22944,R Knee Flexion Seated - 0-140 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE AROM (degrees),22
22945,R Knee Flexion Seated - 0-140 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE AAROM (degrees),18
22946,R Knee Flexion Seated - 0-140 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC PT RLE NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESSMENT NAV|PT OT RLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,RLE PROM (degrees),21
22947,L Knee Flexion Seated - 0-140 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE AROM (degrees),22
22948,L Knee Flexion Seated - 0-140 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE AAROM (degrees),18
22949,L Knee Flexion Seated - 0-140 Degrees,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|EHC PT LLE NAV|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL EXTREITIES NAV|EHC RHB IP OT EVALUATION|EHC RHB IRF OT EVALUATION|EHC RHB IRF PT EVALUATION|EHC RHB OP OT EVALUATION|LTC OT EVALUATION|LTC PT EVALUATION|PT ASSESSMENT|PT EXTREMITY ASSESS NAV|PT EXTREMITY ASSESSMENT NAV|PT OT LLE NAV|PT/OT LOWER EXTREMITY NAV|RHB IP PT EVALUATION|RHB OP PT EVALUATION|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT PELVIC FLOOR COMBINED EVAL,LLE PROM (degrees),22
22977,Total Score,C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC RHB PT VULVAR PAIN FUNCTIONAL QUESTIONNAIRE,Vulvar Pain Functional Questionnaire,1
23027,Bandage Location Orientation,C0026.00,A,orientation,,Observation,0,,custom_list,,,,Anterior|Bilateral|Distal|Dorsal|Inner|Left|Lower|Mid|Outer|Plantar|Posterior|Proximal|Right|Upper|Other (Comment),T EHC LYMPHEDEMA TREAT BANDAGES NAV|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE,Gradient Compression Bandages/Liner,2
23032,LE Swelling (%),C0447.00,A,,,Measurement,0,,numeric,%,,,,T EHC LYMPHEDEMA LIMB VOLUME MEASUREMENTS NEW|T EHC LYMPHEDEMA TOTALS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE,Percent Swelling,4
23033,UE Swelling (%),C0447.00,A,,,Measurement,0,,numeric,%,,,,T EHC LYMPHEDEMA LIMB VOLUME MEASUREMENTS NEW|T EHC LYMPHEDEMA TOTALS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE,Percent Swelling,4
23176,Time Spent with Patient (Minutes),C0447.00,A,,,Measurement,0,,numeric,,0,,,IP WOUND FOLLOW-UP,Wound Follow-Up,1
23182,Level of Consciousness,C0055.00,A,consciousness,,Observation,0,,custom_list,,,,Awake|Arousable|Follows commands|Moves extremities|Sedated,AN EMERGENCE ASSESSMENT,Emergence Assessment,1
23193,PT/PTT,C0447.00,A,,,Measurement,0,,numeric,,,,,APHERESIS COMPREHENSIVE,Vital signs,1
23194,LDH (for TPP Patients),C0447.00,A,,,Measurement,0,,numeric,,,,,APHERESIS COMPREHENSIVE,Vital signs,1
23198,Treatment #,C0447.00,A,,,Measurement,0,,numeric,,,,,APHERESIS COMPREHENSIVE,Prisma TPE 2000,1
23201,Blood Flow Rate (mL/min),C0447.00,A,,,Measurement,0,,numeric,mL/min,,,,APHERESIS COMPREHENSIVE,Patient run to be charted q15min,1
23202,Replacement Fluid Flow Rate (mL/min),C0447.00,A,,,Measurement,0,,numeric,mL/min,,,,APHERESIS COMPREHENSIVE,Patient run to be charted q15min,1
23203,Access Pressure mmHg,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,APHERESIS COMPREHENSIVE,Patient run to be charted q15min,1
23204,Return Pressure mmHg,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,APHERESIS COMPREHENSIVE,Patient run to be charted q15min,1
23217,Neuro,C0003.00,A,neuro_general,,Observation,0,,custom_list,,,,Denies Symptoms|Denies Symptoms|Reports Symptoms|Exceptions to WDL,ONCBCN INFUSION ASSSMENT,Neurological,1
23223,Respiratory (Symptoms),C0057.00,A,respiratory_general,,Observation,0,,custom_list,,,,Denies Symptoms|Reports Symptoms,ONCBCN INFUSION ASSSMENT,Respiratory,1
23268,Total,C0447.00,A,,,Measurement,0,,numeric,,,,,ONCBCN BMT HCT COMORBIDITY INDEX,HCT Comorbidity Index,1
23339,Stoma Size (mm),C0447.00,A,,,Measurement,0,,numeric,mm,0,,,ALL FOUNDATION LDAS|AN LDAS|ED INTAKE/OUTPUT|ED LINES/AIRWAYS|ED TRAUMA INTAKE/OUTPUT|EHC ED TRIAGE ARRIVAL DOCUMENTATION NAV|IP ICU INTAKE/OUTPUT WITH VITALS|IP INTAKE/OUTPUT|IP NICU/NEWBORN INTAKE/OUTPUT|IP PCT VITALS INTAKE/OUTPUT|IP PEDS BASIC VITAL SIGNS & INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|IP WOUND ASSESSMENT/CARE|MATERNAL EMERGENCY NARRATOR LDAS|OP WOUND ASSESSMENT/CARE|OR LDAS|OR PEDS ENDO ASSESSMENT|REHAB INTAKE/OUTPUT|RIS LDAS IR PRE-PROC,Enterocutaneous Fistula|Ileostomy|Ostomy,19
23382,Plasma Loss Rate,C0447.00,A,,,Measurement,0,,numeric,mL,,,,APHERESIS COMPREHENSIVE,Initial predicted procedure values,1
23391,Blood Flow Rate (mL/min),C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC IP AQUAPHERESIS,Aquapheresis Orders,1
23392,Fluid Removal Rate (mL/hr),C0078.00,A,heart_rate,,Observation,0,,numeric,,,,,T EHC IP AQUAPHERESIS,Aquapheresis Orders,1
23436,Withdrawal Pressure (Pw),C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC IP AQUAPHERESIS,Aquapheresis Pressures,1
23437,Ultrafiltrate Pressure (Pu),C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC IP AQUAPHERESIS,Aquapheresis Pressures,1
23438,Infusion Pressure (Pi),C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC IP AQUAPHERESIS,Aquapheresis Pressures,1
23440,Ultrafiltration Output (mL),C0031.00,A,output,,Observation,0,,numeric,,,,,EHC IP ICU COMPLEX VITALS AND DRIPS|IP ICU INTAKE/OUTPUT WITH VITALS|IP INTAKE/OUTPUT|T EHC IP AQUAPHERESIS,Aquapheresis UF Output,4
23443,Dose in mg of corticosteroid given,C0447.00,A,,,Measurement,0,,numeric,,,,,ONCBCN ACUTE GRAFT VS HOST DISEASE,Specific Therapy Used to Treat Acute Graft-Versus-Host Disease,1
23452,Dose in mg of corticosteroid given,C0447.00,A,,,Measurement,0,,numeric,,,,,ONCBCN CHRONIC GRAFT VS HOST DISEASE,Specific Therapy Used to Treat Chronic Graft-versus-Host Disease,1
23459,Showering/Bathing,C0065.00,A,bathing,,Observation,0,,custom_list,,,,Extremely Limited|Quite a bit Limited|Moderately Limited|Slightly Limited|Not at all limited|Limited for other reasons or did not do the activity,T EHC AMB KCCQ,HF SOB Fatique,1
23463,"Over the past 2 weeks, on average, how many times has shortness of breath limited your ability to do what you wanted?",C0048.00,A,dyspnea,,Observation,0,,custom_list,,,,All of the time|Several times per day|At least once a day|3 or more times per week but not every day|1-2 times per week|Less than once a week|Never over the past 2 weeks,T EHC AMB KCCQ,Shortness of Breath,1
23465,"Over the past 2 weeks, on average, how many times has fatigue limited your ability to do what you wanted?",C0025.00,A,fatigue,,Observation,0,,custom_list,,,,All of the time|Several times per day|At least once a day|3 or more times per week but not every day|1-2 times per week|Less than once a week|Never over the past 2 weeks,T EHC AMB KCCQ,Fatigue,1
23466,"Over the past 2 weeks, on average, how many times have you been forced to sleep sitting up in a chair or with at least 3 pillows to prop you up because of shortness of breath?",C0048.00,A,dyspnea,,Observation,0,,custom_list,,,,Every night|3 or more times per week but not every day|1-2 times per week|Less than once a week|Never over the past 2 weeks,T EHC AMB KCCQ,Sleep,1
23475,"Trial 1, seconds",C0447.00,A,,,Measurement,0,,numeric,seconds,,,,T EHC AMB 5 METER WALK TEST,5 Meter Walk Test,1
23477,"Trial 2, seconds",C0447.00,A,,,Measurement,0,,numeric,seconds,,,,T EHC AMB 5 METER WALK TEST,5 Meter Walk Test,1
23478,"Trial 3, seconds",C0447.00,A,,,Measurement,0,,numeric,seconds,,,,T EHC AMB 5 METER WALK TEST,5 Meter Walk Test,1
23560,Fluid to Remove (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,,,NEPH PRE-HEMODIALYSIS NAV,Pre-Hemodialysis Assessment,1
2357,$Speech Gen Augment Development Evaluation - 1st Hour,C0075.00,A,speech,,Observation,0,,custom_list,,,,Less than 1 hour,IP SLP ADDITIONAL EVALUATIONS NAV,Speech Gen Augment Development Evaluation,1
2359,$Speech Gen Augment Development Evaluation - Additional 30 mins,C0075.00,A,speech,,Observation,0,,custom_list,,,,30 mins|60 mins|90 mins|120 mins|150 mins|180 mins,IP SLP ADDITIONAL EVALUATIONS NAV,Speech Gen Augment Development Evaluation,1
23599,MoCA Total,C0447.00,A,,,Measurement,0,,numeric,,0,30,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES|T EHC AMB NEURO MAB COGNITIVE SCREENING REPORT,Cognitive Testing|Montreal Cognitive Assessment,2
23600,GDS (Geriatric Depression Scale; 0-15),C0023.00,A,depression,,Observation,0,,numeric,,0,15,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Other Scales,1
23601,BDI (Beck Depression Inventory),C0023.00,A,depression,,Observation,0,,numeric,,0,63,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Other Scales,1
23602,MMSE (Mini Mental State Exam),C0447.00,A,,,Measurement,0,,numeric,,0,30,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Other Scales,1
23603,CDR (Clinical Dementia Rating Scale),C0447.00,A,,,Measurement,0,,numeric,,0,18,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Other Scales,1
23604,QDRS (Quick Dementia Rating Scale),C0447.00,A,,,Measurement,0,,numeric,,0,30,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Other Scales,1
23605,Trails A Time,C0447.00,A,,,Measurement,0,,numeric,,0,300,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Attention,1
23606,Trails B Time,C0447.00,A,,,Measurement,0,,numeric,,0,300,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES|T EHC AMB NEURO MAB COGNITIVE SCREENING REPORT,Cognitive Testing|Executive,2
23607,Verbal Fluency Total Correct,C0447.00,A,,,Measurement,0,,numeric,,0,150,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Language,1
23608,Category Fluency Total Correct,C0447.00,A,,,Measurement,0,,numeric,,0,100,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES,Language,1
23622,GAD-7 (Generalized Anxiety Disorder-7),C0068.00,A,anxiety,,Observation,0,,numeric,,0,21,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES|T EHC AMB NEURO MAB COGNITIVE SCREENING REPORT,Mood Scales|Neuropsychiatric Questionnaire,2
23623,PHQ-8 (Patient Health Questionnaire-8),C0447.00,A,,,Measurement,0,,numeric,,0,24,,T EHC AMB NEURO COGNITIVE CLINIC TESTING SCORES|T EHC AMB NEURO MAB COGNITIVE SCREENING REPORT,Mood Scales|Neuropsychiatric Questionnaire,2
2364,$Eval for Rx Non-speech Gen Device,C0075.00,A,speech,,Observation,0,,custom_list,,,,1 Procedure,IP SLP EVALUATIONS NAV,SLP Evaluations,1
23652,Cognition: Mood,C0040.00,A,cognition,,Observation,0,,custom_list,,,,pleasant|1|pleasant|agitated|agitated|2|3|excited|excited|tired|4|tired|impatient|impatient|5|6|cranky|cranky|7|restless|restless|lonely|lonely|8|happy|happy|9|sad|10|sad|11|angry|angry|anxious,T EHC AMB IMCC DCA NOTE PART 2,As the DCA I observed the following:,1
23653,Self-Care/Self-Sufficiency: Resident's appearance,C0013.00,A,self_care,,Observation,0,,custom_list,,,,dressed appropriately for the day|1|dressed appropriately for the day|dressed appropriately for the day|wearing in appropriate outfit (for weather)|wearing inappropriate outfit (for weather)|2|wearing inappropriate outfit (for weather)|wearing pajamas|3|soiled appearance|wearing pajamas|questionnable hygienne routine|soiled|soiled|4|5|hygeine routine being followed|following questionable hygiene routine|incomplete hygiene routine|following hygiene routine|following hygiene routine,T EHC AMB IMCC DCA NOTE PART 2,As the DCA I observed the following:,1
23656,Activities to improve cognition,C0040.00,A,cognition,,Observation,0,,custom_list,,,,word game|word game|word game|1|word game|word game|puzzle|2|puzzle|puzzle|puzzle|puzzle|3|board game|board game|board game|board game|board game|4|card game|card game|card game|card game|card game|sensory stimulation|sensory stimulation|sensory stimulation|5|sensory stimulation|sensory stimulation|6|rummaging|rummaging|rummaging|rummaging|rummaging|coloring|coloring|coloring|coloring|coloring|7|8|painting|painting|painting|painting|painting|drawing|drawing|9|drawing|drawing|drawing|fidget device|fidget device|fidget device|10|fidget device|fidget device|building blocks|building blocks|building blocks|11|building blocks|building blocks|reading|reading|reading|reading|trivia|trivia|gardening|reviewing newspapers or magazines|trivia|video reels|baby doll play|pet engagement,T EHC AMB IMCC DCA NOTE PART 2,"This visit, the resident engaged in:",1
23661,Activities to improve self-care/self-sufficiency,C0013.00,A,self_care,,Observation,0,,custom_list,,,,1|clothing organization|clothing organization|clothing organization|clothing organization|2|clothing selection|clothing selection|clothing selection|clothing selection|3|ADL instructions|adaptive equipment self-sufficiency|adaptive equipment self-sufficiency|ADL instructions|adaptive equipment self-sufficiency|adaptive equipment self-sufficiency|makeup application|4|using compression stockings|using compression stockings|makeup application|hair brushing|hygiene support|hair brushing|hygiene support,T EHC AMB IMCC DCA NOTE PART 2,"This visit, the resident engaged in:",1
23662,Specific ADL instructions,C0017.00,A,adl,,Observation,0,,custom_list,,,,1|oral care|2|hygiene|3|toileting|dressing|4,T EHC AMB IMCC DCA NOTE PART 2,"This visit, the resident engaged in:",1
2367,$Swallowing and Laryngeal Evaluation,C0067.00,A,swallowing,,Observation,0,,custom_list,,,,1 Procedure,IP SLP EVALUATIONS NAV,SLP Evaluations,1
2368,$Endoscopic Evaluation Swallowing w/o Video,C0067.00,A,swallowing,,Observation,0,,custom_list,,,,1 Procedure,IP SLP EVALUATIONS NAV,SLP Evaluations,1
2374,PT Re-Evaluation Time Entry (97164),C0447.00,A,,,Measurement,0,,numeric,,0,,,PT CHARGE EVAL/REEVAL NAV|RHB PT TIME ENTRY,PT Evaluation Time Entry,2
2375,Mechanical Traction Time Entry (97012),C0447.00,A,,,Measurement,0,,numeric,,0,,,PT CHARGE MODALITIES NAV|RHB PT TIME ENTRY,PT Modalities Time Entry,2
